namedLocation,domainID,siteID,plotType,sampleID,sampleCode,lmaSampleID,lmaSampleCode,lmaSampleCondition,scanDate,scannedBy,cfc_LMA_freshWeight,cfc_LMA_dryWeight,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,sampleCode.x.x.x,ligninSampleBarcode,cfc_lignin_dryWeight,ligninPercent,cellulosePercent,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,subplotID,sampleType,samplingMethod,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible.x,sampleCode.y,subsample1Height,subsample2Height,subsample3Height,chlorophyllSampleCode.x,chlorophyllSampleCondition,collectedBy,recordedBy,sampleCode.x.x,ligninSampleBarcode.x,cfc_elements_dryWeight,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,sampleCode.y.y,chlorophyllSampleCode.y,extractionStartDate,extractionLength,cfc_chlorophyll_freshWeight,solventVolume,extractChlAConc,extractChlBConc,extractCarotConc,relativeAccuracyScale,handlingQF,sampleCode.x,cnSampleCode.x,ligninSampleBarcode.y,archiveSampleID,archiveSampleCode,toxicodendronPossible.y,processedBy,sampleCode.y.y.y,cnSampleCode.y,nitrogenPercent,carbonPercent,CNratio,cnPercentQF,percentAccuracyQF,instrument
MLBS_007.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvFGUoPnUGsFYFaOXc2fXj14FXdAcEeJdnQ=,A00000012246,gv/1/Di3XvFGUoPnUGsFYFaOXc2fXj14pIswPF/uxko=,A00000011747,OK,2018-06-22T14:30:00Z,cmorgan01@battelleecology.org,4.035,1.849,lsmith@battelleecology.org,2,15989.6,100,115.6,0.458,lsmith@battelleecology.org,A00000012246,A00000043745,0.477,20,19.07,deciduousForest,WGS84,37.427935,-80.571833,20.2,810.3,0.24,NEON.DOC.001024vE,41,Woody individual,line launcher,Y,01848,NEON.PLA.D07.MLBS.01848,QUAL,Quercus alba L.,Insect damaged,NA,NA,NA,NA,NA,NA,A00000012246,21.9,NA,NA,B00000025506,NA,mcumberland@battelleecology.org,agifford@battelleecology.org,A00000012246,A00000043745,0.137,50,0.57,6.693,2.467,0.83,0.128,1625.2,54.6,7.6,25.3,15.9,A00000012246,B00000025506,2018-06-27,48,0.064,20,5.2,1.36,1.36,A,0,A00000012246,A00000043728,A00000043745,gv/1/Di3XvFGUoPnUGsFYFaOXc2fXj14AIXAG+ZzWxE=,A00000043651,NA,lsmith@battelleecology.org,A00000012246,A00000043728,2.41,50.18,20.8,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_007.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvFGUoPnUGsFYFaOXc2fXj14FXdAcEeJdnQ=,A00000012246,gv/1/Di3XvFGUoPnUGsFYFaOXc2fXj14pIswPF/uxko=,A00000011747,OK,2018-06-22T14:30:00Z,cmorgan01@battelleecology.org,4.035,1.849,lsmith@battelleecology.org,2,15989.6,100,115.6,0.458,lsmith@battelleecology.org,A00000012246,A00000043745,0.477,20,19.07,deciduousForest,WGS84,37.427935,-80.571833,20.2,810.3,0.24,NEON.DOC.001024vE,41,Woody individual,line launcher,Y,01848,NEON.PLA.D07.MLBS.01848,QUAL,Quercus alba L.,Insect damaged,NA,NA,NA,NA,NA,NA,A00000012246,21.9,NA,NA,B00000025506,NA,mcumberland@battelleecology.org,agifford@battelleecology.org,A00000012246,A00000043745,0.137,50,0.57,6.693,2.467,0.83,0.128,1625.2,54.6,7.6,25.3,15.9,A00000012246,B00000025506,2018-06-27,48,0.064,20,5.2,1.36,1.36,A,0,A00000012246,A00000043728,A00000043745,gv/1/Di3XvFGUoPnUGsFYFaOXc2fXj14AIXAG+ZzWxE=,A00000043651,NA,lsmith@battelleecology.org,A00000012246,A00000043728,2.41,50.46,21,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_007.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvFQkGvmBfP/Xnm8lu17YBlu2SPPf9zCw+s=,A00000012520,gv/1/Di3XvFQkGvmBfP/Xnm8lu17YBlupjRFa334zYs=,A00000011746,OK,2018-06-22T14:24:00Z,cmorgan01@battelleecology.org,2.754,1.336,lsmith@battelleecology.org,2,12569,100,106.3,0.485,lsmith@battelleecology.org,A00000012520,A00000043711,0.493,15.81,14.52,deciduousForest,WGS84,37.427935,-80.571833,20.2,810.3,0.24,NEON.DOC.001024vE,40,Woody individual,line launcher,Y,01866,NEON.PLA.D07.MLBS.01866,QURU,Quercus rubra L.,OK,NA,NA,NA,NA,NA,NA,A00000012520,20.3,NA,NA,B00000025492,NA,mcumberland@battelleecology.org,agifford@battelleecology.org,A00000012520,A00000043711,0.103,50,0.663,7.594,2.482,0.886,0.128,1908.1,43,5.9,22.3,21.5,A00000012520,B00000025492,2018-06-27,48,0.061,20,4.63,1.11,1.22,A,0,A00000012520,A00000043694,A00000043711,gv/1/Di3XvFQkGvmBfP/Xnm8lu17YBlupsrnpe78ryo=,A00000043634,NA,lsmith@battelleecology.org,A00000012520,A00000043694,2,50.68,25.4,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_067.basePlot.cfc,D07,MLBS,tower,gv/1/Di3XvGuZzx1FjU753RDy4OIxozxiqsfMBMELV8=,A00000012214,gv/1/Di3XvGuZzx1FjU753RDy4OIxozxg4GE7TkBq5c=,A00000011749,OK,2018-06-22T13:58:00Z,cmorgan01@battelleecology.org,6.098,2.403,lsmith@battelleecology.org,4,18435.7,100,130.3,0.394,lsmith@battelleecology.org,A00000012214,A00000043749,0.513,15.95,17.21,deciduousForest,WGS84,37.37856,-80.52727,20.2,1171.6,0.4,NEON.DOC.001024vE,41,Woody individual,line launcher,Y,00884,NEON.PLA.D07.MLBS.00884,QUAL,Quercus alba L.,Insect damaged,NA,NA,NA,NA,NA,NA,A00000012214,14.4,NA,NA,B00000025513,NA,mcumberland@battelleecology.org,agifford@battelleecology.org,A00000012214,A00000043749,0.133,50,0.682,6.18,0.778,0.548,0.083,714.3,47.5,16.1,37.4,21,A00000012214,B00000025513,2018-06-27,48,0.065,20,6.32,1.46,1.65,A,0,A00000012214,A00000043732,A00000043749,gv/1/Di3XvGuZzx1FjU753RDy4OIxozxQDPGBWvZ0lQ=,A00000043721,NA,aferchaud@battelleecology.org,A00000012214,A00000043732,2.64,49.27,18.7,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_067.basePlot.cfc,D07,MLBS,tower,gv/1/Di3XvGuZzx1FjU753RDy4OIxozxiqsfMBMELV8=,A00000012214,gv/1/Di3XvGuZzx1FjU753RDy4OIxozxg4GE7TkBq5c=,A00000011749,OK,2018-06-22T13:58:00Z,cmorgan01@battelleecology.org,6.098,2.403,lsmith@battelleecology.org,4,18435.7,100,130.3,0.394,lsmith@battelleecology.org,A00000012214,A00000043749,0.513,15.95,17.21,deciduousForest,WGS84,37.37856,-80.52727,20.2,1171.6,0.4,NEON.DOC.001024vE,41,Woody individual,line launcher,Y,00884,NEON.PLA.D07.MLBS.00884,QUAL,Quercus alba L.,Insect damaged,NA,NA,NA,NA,NA,NA,A00000012214,14.4,NA,NA,B00000025513,NA,mcumberland@battelleecology.org,agifford@battelleecology.org,A00000012214,A00000043749,0.133,50,0.682,6.18,0.778,0.548,0.083,714.3,47.5,16.1,37.4,21,A00000012214,B00000025513,2018-06-27,48,0.065,20,6.32,1.46,1.65,A,0,A00000012214,A00000043732,A00000043749,gv/1/Di3XvGuZzx1FjU753RDy4OIxozxQDPGBWvZ0lQ=,A00000043721,NA,aferchaud@battelleecology.org,A00000012214,A00000043732,2.62,50.15,19.1,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_067.basePlot.cfc,D07,MLBS,tower,gv/1/Di3XvElQjB9PeqBBLohiUb1X/dR4cp/wp6LXFs=,A00000012513,gv/1/Di3XvElQjB9PeqBBLohiUb1X/dRd/LRmWeIgkY=,A00000011748,OK,2018-06-22T13:45:00Z,cmorgan01@battelleecology.org,3.788,1.64,lsmith@battelleecology.org,4,20143.2,100,81.4,0.433,lsmith@battelleecology.org,A00000012513,A00000043715,0.544,19.61,15.67,deciduousForest,WGS84,37.37856,-80.52727,20.2,1171.6,0.4,NEON.DOC.001024vE,41,Woody individual,line launcher,Y,00863,NEON.PLA.D07.MLBS.00863,ACRU,Acer rubrum L.,OK,NA,NA,NA,NA,NA,NA,A00000012513,13.1,16.2,NA,B00000025499,NA,mcumberland@battelleecology.org,agifford@battelleecology.org,A00000012513,A00000043715,0.12,50,0.785,6.26,3.217,1.822,0.168,2368.1,41.5,6.2,25,17.6,A00000012513,B00000025499,2018-06-27,48,0.068,20,5.07,1.21,1.56,A,0,A00000012513,A00000043698,A00000043715,gv/1/Di3XvElQjB9PeqBBLohiUb1X/dRrhXKa9fGB4E=,A00000043738,NA,lsmith@battelleecology.org,A00000012513,A00000043698,1.64,52.57,32.1,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_067.basePlot.cfc,D07,MLBS,tower,gv/1/Di3XvFzGlWy8/wE3ilG4PQuaho2hAC4JdvA/Fk=,A00000012531,gv/1/Di3XvFzGlWy8/wE3ilG4PQuaho2lmkDo/B25uo=,A00000011744,OK,2018-06-22T13:28:00Z,cmorgan01@battelleecology.org,4.14,1.698,lsmith@battelleecology.org,5,14945.3,100,113.6,0.41,lsmith@battelleecology.org,A00000012531,A00000043681,0.527,25.96,18.68,deciduousForest,WGS84,37.37856,-80.52727,20.2,1171.6,0.4,NEON.DOC.001024vE,21,Woody individual,line launcher,Y,00951,NEON.PLA.D07.MLBS.00951,QURU,Quercus rubra L.,Insect damaged,NA,NA,NA,NA,NA,NA,A00000012531,15.4,NA,NA,B00000025488,NA,mcumberland@battelleecology.org,agifford@battelleecology.org,A00000012531,A00000043681,0.1,50,0.792,7.104,0.984,0.666,0.122,2688.8,51.2,9.9,58.2,23.9,A00000012531,B00000025488,2018-06-27,48,0.066,20,3.63,0.93,1.02,A,0,A00000012531,A00000043664,A00000043681,gv/1/Di3XvFzGlWy8/wE3ilG4PQuaho2+kB0JyoaU5I=,A00000043755,NA,lsmith@battelleecology.org,A00000012531,A00000043664,1.95,51.2,26.3,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_067.basePlot.cfc,D07,MLBS,tower,gv/1/Di3XvFzGlWy8/wE3ilG4PQuaho2hAC4JdvA/Fk=,A00000012531,gv/1/Di3XvFzGlWy8/wE3ilG4PQuaho2lmkDo/B25uo=,A00000011744,OK,2018-06-22T13:28:00Z,cmorgan01@battelleecology.org,4.14,1.698,lsmith@battelleecology.org,5,14945.3,100,113.6,0.41,lsmith@battelleecology.org,A00000012531,A00000043681,0.527,25.96,18.68,deciduousForest,WGS84,37.37856,-80.52727,20.2,1171.6,0.4,NEON.DOC.001024vE,21,Woody individual,line launcher,Y,00951,NEON.PLA.D07.MLBS.00951,QURU,Quercus rubra L.,Insect damaged,NA,NA,NA,NA,NA,NA,A00000012531,15.4,NA,NA,B00000025488,NA,mcumberland@battelleecology.org,agifford@battelleecology.org,A00000012531,A00000043681,0.118,50,0.691,6.673,0.928,0.639,0.12,2535.7,48.5,9.4,47.7,23.8,A00000012531,B00000025488,2018-06-27,48,0.066,20,3.63,0.93,1.02,A,0,A00000012531,A00000043664,A00000043681,gv/1/Di3XvFzGlWy8/wE3ilG4PQuaho2+kB0JyoaU5I=,A00000043755,NA,lsmith@battelleecology.org,A00000012531,A00000043664,1.95,51.2,26.3,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_006.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvFmJEE349yKH3RiArYnImHZrP8woNT2Txk=,A00000012519,gv/1/Di3XvFmJEE349yKH3RiArYnImHZaIHdvXlfEk6pO/0KKj3OUw==,A00000011740,OK,2018-06-29T14:51:00Z,agifford@battelleecology.org,1.5,0.703,lsmith@battelleecology.org,24,2245,100,313.1,0.469,lsmith@battelleecology.org,A00000012519,A00000043675,0.511,18.91,21.81,deciduousForest,WGS84,37.426796,-80.564062,20.2,779,0.26,NEON.DOC.001024vE,31,Woody individual,line launcher,Y,01886,NEON.PLA.D07.MLBS.01886,PINUS,Pinus sp.,OK,NA,NA,NA,NA,NA,NA,A00000012519,16.7,NA,NA,B00000025493,NA,cmorgan01@battelleecology.org,aferchaud@battelleecology.org,A00000012519,A00000043675,0.136,50,0.452,4.5,1.148,0.456,0.067,453.4,84.1,8,10.7,26.5,A00000012519,B00000025493,2018-07-03,48,0.122,20,4.3,1.12,1,B,0,A00000012519,A00000043658,A00000043675,gv/1/Di3XvFmJEE349yKH3RiArYnImHZJWMNhFUr5VY=,A00000043752,NA,lsmith@battelleecology.org,A00000012519,A00000043658,1.23,52.82,42.8,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_006.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvFmJEE349yKH5i7cabi61zSKmqxprSDlMg=,A00000012195,gv/1/Di3XvFmJEE349yKH5i7cabi61zSTs6d+/WULKhceJIGxbAJjA==,A00000011741,OK,2018-06-29T14:40:00Z,agifford@battelleecology.org,1.23,0.563,lsmith@battelleecology.org,30,1599.9,100,351.9,0.458,lsmith@battelleecology.org,A00000012195,A00000043743,0.532,18.67,19.16,deciduousForest,WGS84,37.426796,-80.564062,20.2,779,0.26,NEON.DOC.001024vE,40,Woody individual,line launcher,Y,01890,NEON.PLA.D07.MLBS.01890,PINUS,Pinus sp.,OK,NA,NA,NA,NA,NA,NA,A00000012195,13.7,NA,NA,B00000025522,NA,cmorgan01@battelleecology.org,aferchaud@battelleecology.org,A00000012195,A00000043743,0.106,50,0.701,4.585,7.005,1.411,0.097,619.5,40.2,3.2,15.1,30.1,A00000012195,B00000025522,2018-07-03,48,0.129,20,6.65,2.16,1.35,B,0,A00000012195,A00000043726,A00000043743,gv/1/Di3XvFmJEE349yKH5i7cabi61zSC8DJpCAJodw=,A00000043718,NA,lsmith@battelleecology.org,A00000012195,A00000043726,1.39,52.7,37.8,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_006.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvFmJEE349yKH4SporpX+KfUkGAzZFDbusY=,A00000012232,gv/1/Di3XvFmJEE349yKH4SporpX+KfUXQkJQj2ckqI60WHUJnm6Ag==,A00000011742,OK,2018-06-29T14:43:00Z,agifford@battelleecology.org,0.795,0.357,lsmith@battelleecology.org,21,1051,100,339.7,0.449,lsmith@battelleecology.org,A00000012232,A00000043709,0.507,17.75,20.33,deciduousForest,WGS84,37.426796,-80.564062,20.2,779,0.26,NEON.DOC.001024vE,31,Woody individual,line launcher,Y,01881,NEON.PLA.D07.MLBS.01881,PINUS,Pinus sp.,OK,NA,NA,NA,NA,NA,NA,A00000012232,14.8,NA,NA,B00000025507,NA,cmorgan01@battelleecology.org,aferchaud@battelleecology.org,A00000012232,A00000043709,0.119,50,0.654,6.249,4.218,0.912,0.078,542.3,42,2.8,12.1,27,A00000012232,B00000025507,2018-07-03,48,0.122,20,6.51,1.99,1.48,B,0,A00000012232,A00000043692,A00000043709,gv/1/Di3XvFmJEE349yKH4SporpX+KfUgwgfPlYVeNE=,A00000043735,NA,lsmith@battelleecology.org,A00000012232,A00000043692,1.51,54.26,35.9,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_010.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvEsS/ifmYVa1vtSSZDKqecxWOh7kCWb+h0=,A00000012210,gv/1/Di3XvEsS/ifmYVa1vtSSZDKqecxC9fm5Y4dRTI=,A00000012179,OK,2018-06-29T14:53:00Z,agifford@battelleecology.org,2.587,1.072,lsmith@battelleecology.org,3,12929.6,100,82.9,0.414,lsmith@battelleecology.org,A00000012210,A00000043746,0.502,19.49,11.76,deciduousForest,WGS84,37.365557,-80.526339,20.2,1239.2,0.24,NEON.DOC.001024vE,31,Woody individual,line launcher,Y,01568,NEON.PLA.D07.MLBS.01568,ACRU,Acer rubrum L.,Insect damaged,NA,NA,NA,NA,NA,NA,A00000012210,17,NA,NA,B00000025517,NA,cmorgan01@battelleecology.org,aferchaud@battelleecology.org,A00000012210,A00000043746,0.131,50,0.792,28.722,2.06,2.888,0.113,1443.6,48.3,8.5,36.8,30.2,A00000012210,B00000025517,2018-07-03,48,0.125,20,7.95,2.2,2.17,B,0,A00000012210,A00000043729,A00000043746,gv/1/Di3XvEsS/ifmYVa1vtSSZDKqecxFINDUvnqpbE=,A00000043652,NA,lsmith@battelleecology.org,A00000012210,A00000043729,1.9,51.25,27,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_010.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvEsS/ifmYVa1vtSSZDKqecxWOh7kCWb+h0=,A00000012210,gv/1/Di3XvEsS/ifmYVa1vtSSZDKqecxC9fm5Y4dRTI=,A00000012179,OK,2018-06-29T14:53:00Z,agifford@battelleecology.org,2.587,1.072,lsmith@battelleecology.org,3,12929.6,100,82.9,0.414,lsmith@battelleecology.org,A00000012210,A00000043746,0.502,19.49,11.76,deciduousForest,WGS84,37.365557,-80.526339,20.2,1239.2,0.24,NEON.DOC.001024vE,31,Woody individual,line launcher,Y,01568,NEON.PLA.D07.MLBS.01568,ACRU,Acer rubrum L.,Insect damaged,NA,NA,NA,NA,NA,NA,A00000012210,17,NA,NA,B00000025517,NA,cmorgan01@battelleecology.org,aferchaud@battelleecology.org,A00000012210,A00000043746,0.13,50,0.793,29.463,2.133,2.998,0.113,1415.2,48.6,9.2,50.9,30.9,A00000012210,B00000025517,2018-07-03,48,0.125,20,7.95,2.2,2.17,B,0,A00000012210,A00000043729,A00000043746,gv/1/Di3XvEsS/ifmYVa1vtSSZDKqecxFINDUvnqpbE=,A00000043652,NA,lsmith@battelleecology.org,A00000012210,A00000043729,1.9,51.25,27,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_010.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvGQrtxvgZITVO6hYlYuZLx8r7g8CyuAmZg=,A00000012527,gv/1/Di3XvGQrtxvgZITVO6hYlYuZLx8wvV5Nf4DBYk=,A00000011753,OK,2018-06-29T15:04:00Z,agifford@battelleecology.org,4.664,1.86,lsmith@battelleecology.org,5,13857.4,100,134.2,0.399,lsmith@battelleecology.org,A00000012527,A00000043678,0.563,26.38,19,deciduousForest,WGS84,37.365557,-80.526339,20.2,1239.2,0.24,NEON.DOC.001024vE,32,Woody individual,line launcher,Y,01584,NEON.PLA.D07.MLBS.01584,QURU,Quercus rubra L.,Insect damaged,NA,NA,NA,NA,NA,NA,A00000012527,18,NA,NA,B00000025487,NA,cmorgan01@battelleecology.org,aferchaud@battelleecology.org,A00000012527,A00000043678,0.15,50,0.473,3.733,0.504,0.283,0.08,1514.6,64.9,9.5,34.4,31.9,A00000012527,B00000025487,2018-07-03,48,0.114,20,17.34,5.04,4.13,B,0,A00000012527,A00000043661,A00000043678,gv/1/Di3XvGQrtxvgZITVO6hYlYuZLx8fKzoGA92Klw=,A00000043686,NA,lsmith@battelleecology.org,A00000012527,A00000043661,2.24,49.94,22.3,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_010.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvFD3Izr4ImFs8zUfeIhClwY/z2dTBo+AKU=,A00000012509,gv/1/Di3XvFD3Izr4ImFs8zUfeIhClwYNtj9KeeYqyg=,A00000012180,OK,2018-06-29T15:00:00Z,agifford@battelleecology.org,1.884,0.761,lsmith@battelleecology.org,7,12777.8,100,59.6,0.404,lsmith@battelleecology.org,A00000012509,A00000043712,0.553,20.64,19.2,deciduousForest,WGS84,37.365557,-80.526339,20.2,1239.2,0.24,NEON.DOC.001024vE,41,Woody individual,line launcher,Y,01610A,NEON.PLA.D07.MLBS.01610A,AMLA,Amelanchier laevis Wiegand,OK,NA,NA,NA,NA,NA,NA,A00000012509,4.7,NA,NA,B00000025503,NA,cmorgan01@battelleecology.org,aferchaud@battelleecology.org,A00000012509,A00000043712,0.105,50,0.714,6.833,4.431,1.553,0.114,2172,58.6,7.2,24,33.9,A00000012509,B00000025503,2018-07-03,48,0.125,20,13.58,4.07,3.37,B,0,A00000012509,A00000043695,A00000043712,gv/1/Di3XvFD3Izr4ImFs8zUfeIhClwYqT5uUEz9or4=,A00000043669,NA,lsmith@battelleecology.org,A00000012509,A00000043695,2.14,48.3,22.6,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_003.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvHW5/4uHYOlmUBFRWwoYmpLZaNyYO1O7Jk=,A00000012176,gv/1/Di3XvHW5/4uHYOlmUBFRWwoYmpLPoMkOO0tvJk=,A00000011634,OK,2018-06-29T14:08:00Z,agifford@battelleecology.org,2.478,1.044,lsmith@battelleecology.org,3,3391.7,100,307.8,0.421,lsmith@battelleecology.org,A00000012176,A00000043641,0.488,21.18,14.13,deciduousForest,WGS84,37.368524,-80.526977,20.2,1224.8,0.23,NEON.DOC.001024vE,32,Woody individual,line launcher,Y,01546,NEON.PLA.D07.MLBS.01546,ACRU,Acer rubrum L.,Insect damaged,NA,NA,NA,NA,NA,NA,A00000012176,10.3,NA,NA,B00000025525,NA,cmorgan01@battelleecology.org,aferchaud@battelleecology.org,A00000012176,A00000043641,0.113,50,0.837,0.075,0.023,0.024,0.114,1853.2,56.2,4.3,19.1,25,A00000012176,B00000025525,2018-07-03,48,0.122,20,10.9,3.18,2.83,B,0,A00000012176,A00000043624,A00000043641,gv/1/Di3XvHW5/4uHYOlmUBFRWwoYmpLdWt0cuWGmh0=,A00000043700,NA,lsmith@battelleecology.org,A00000012176,A00000043624,2.06,51.67,25.1,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_003.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvHehpWEgxlzdNrpvifZbD0S0/rg/gndvPI=,A00000012228,gv/1/Di3XvHehpWEgxlzdNrpvifZbD0SYgmvmNEm3qQ=,A00000011633,OK,2018-06-29T14:11:00Z,agifford@battelleecology.org,3.126,1.268,lsmith@battelleecology.org,2,3049.8,100,415.8,0.406,lsmith@battelleecology.org,A00000012228,A00000043742,0.519,25.95,17.87,deciduousForest,WGS84,37.368524,-80.526977,20.2,1224.8,0.23,NEON.DOC.001024vE,31,Woody individual,line launcher,Y,01539,NEON.PLA.D07.MLBS.01539,QURU,Quercus rubra L.,Insect damaged,NA,NA,NA,NA,NA,NA,A00000012228,18.3,NA,NA,B00000025510,NA,cmorgan01@battelleecology.org,aferchaud@battelleecology.org,A00000012228,A00000043742,0.121,50,0.86,0.091,0.027,0.019,0.134,2289.8,41.6,7.1,32.6,34.5,A00000012228,B00000025510,2018-07-03,48,0.126,20,8.39,2.34,2.06,B,0,A00000012228,A00000043725,A00000043742,gv/1/Di3XvHehpWEgxlzdNrpvifZbD0S5oU/1l1RjWU=,A00000043717,NA,lsmith@battelleecology.org,A00000012228,A00000043725,2.57,52.01,20.2,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_003.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvHehpWEgxlzdG2sOQ6SoM+chK+EhrGMf34=,A00000012516,gv/1/Di3XvHehpWEgxlzdG2sOQ6SoM+cGwTc8dmg7Xw=,A00000011635,OK,2018-06-29T14:15:00Z,agifford@battelleecology.org,4.778,1.761,lsmith@battelleecology.org,3,4398.9,100,400.3,0.369,lsmith@battelleecology.org,A00000012516,A00000043708,0.459,25.8,16.84,deciduousForest,WGS84,37.368524,-80.526977,20.2,1224.8,0.23,NEON.DOC.001024vE,40,Woody individual,line launcher,Y,01566,NEON.PLA.D07.MLBS.01566,QURU,Quercus rubra L.,Insect damaged,NA,NA,NA,NA,NA,NA,A00000012516,18,NA,NA,B00000025494,NA,cmorgan01@battelleecology.org,aferchaud@battelleecology.org,A00000012516,A00000043708,0.13,50,0.656,0.105,0.018,0.014,0.141,2797.5,43,10.6,41.8,23.1,A00000012516,B00000025494,2018-07-03,48,0.123,20,6.68,2.03,1.8,B,0,A00000012516,A00000043691,A00000043708,gv/1/Di3XvHehpWEgxlzdG2sOQ6SoM+cKhRx+HC3OOc=,A00000043734,NA,aferchaud@battelleecology.org,A00000012516,A00000043691,2.39,48.75,20.4,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
MLBS_002.basePlot.cfc,D07,MLBS,distributed,gv/1/Di3XvFHQUg03G1z8aiepKG3SBeboaMOYV0/J6E=,A00000012177,gv/1/Di3XvFHQUg03G1z8aiepKG3SBeb1sT6uySW7hc=,A00000011631,OK,2018-06-29T13:50:00Z,agifford@battelleecology.org,2.384,0.972,lsmith@battelleecology.org,9,4146.3,100,234.4,0.408,lsmith@battelleecology.org,A00000012177,A00000043740,0.544,31.3,19.58,deciduousForest,WGS84,37.372044,-80.524241,20.2,1177.5,0.24,NEON.DOC.001024vE,32,Woody individual,line launcher,Y,01506,NEON.PLA.D07.MLBS.01506,AMLA,Amelanchier laevis Wiegand,OK,NA,NA,NA,NA,NA,NA,A00000012177,7.5,NA,NA,B00000025526,NA,cmorgan01@battelleecology.org,aferchaud@battelleecology.org,A00000012177,A00000043740,0.106,50,0.958,0.094,0.022,0.031,0.104,1149,59.5,6.8,29.1,31.7,A00000012177,B00000025526,2018-07-03,48,0.108,20,8.64,2.55,2.18,B,0,A00000012177,A00000043723,A00000043740,gv/1/Di3XvFHQUg03G1z8aiepKG3SBeb8/AYu0H9SbE=,A00000043649,NA,lsmith@battelleecology.org,A00000012177,A00000043723,2.07,50.04,24.2,0,0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Delta V with Thermo Conflo IV Interface
