"uid","namedLocation","date","domainID","siteID","plotID","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","easting","northing","utmZone","elevation","elevationUncertainty","eventID","samplingProtocolVersion","treesPresent","treesAbsentList","shrubsPresent","shrubsAbsentList","lianasPresent","lianasAbsentList","nestedSubplotAreaShrubSapling","nestedSubplotAreaLiana","totalSampledAreaTrees","totalSampledAreaShrubSapling","totalSampledAreaLiana","remarks","measuredBy","recordedBy","dataQF"
"5139a02d-0c84-4a7a-85e0-f052421544db","SERC_043.basePlot.vst","2015-05-05","D02","SERC","SERC_043","tower","deciduousForest",38.892735,-76.562158,"WGS84",20.2,364522.41,4306033.13,"18N",14,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","hkatz@field-ops.org","legacyData"
"d2a2ddd2-1e89-4595-a3ed-3d2e2911df73","SERC_043.basePlot.vst","2015-05-05","D02","SERC","SERC_043","tower","deciduousForest",38.892735,-76.562158,"WGS84",20.2,364522.41,4306033.13,"18N",14,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","hkatz@field-ops.org","legacyData"
"bfc27c39-8db5-407f-ac88-e228df4ff886","SERC_058.basePlot.vst","2015-05-05","D02","SERC","SERC_058","tower","deciduousForest",38.894243,-76.56657,"WGS84",20.2,364142.63,4306207.05,"18N",17.1,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","rcumberland@field-ops.org","hkatz@field-ops.org","legacyData"
"92055a77-6f8d-42a1-86e9-0ecedd5bfd64","SERC_058.basePlot.vst","2015-05-05","D02","SERC","SERC_058","tower","deciduousForest",38.894243,-76.56657,"WGS84",20.2,364142.63,4306207.05,"18N",17.1,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","gchapman@neoninc.org","hkatz@field-ops.org","legacyData"
"d3bf77d2-d9c7-48be-9f11-6e2843e570b9","SERC_058.basePlot.vst","2015-05-05","D02","SERC","SERC_058","tower","deciduousForest",38.894243,-76.56657,"WGS84",20.2,364142.63,4306207.05,"18N",17.1,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","hkatz@field-ops.org","legacyData"
"58a7e67b-4ce0-4930-a709-43e8948da0b5","SERC_048.basePlot.vst","2015-05-06","D02","SERC","SERC_048","tower","deciduousForest",38.89318,-76.566967,"WGS84",20.2,364106.17,4306089.67,"18N",12.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Check for liana recruitment","","llemmon@field-ops.org","legacyData"
"9da7eeeb-7664-4144-bd45-874ff3638ab0","SERC_055.basePlot.vst","2015-05-06","D02","SERC","SERC_055","tower","deciduousForest",38.894328,-76.567942,"WGS84",20.2,364023.8,4306218.53,"18N",10.7,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","100",800,40,400,"","mbelovitch@field-ops.org","llemmon@field-ops.org","legacyData"
"c4efd5a3-a16a-4d32-84ae-1de642a3ee92","SERC_055.basePlot.vst","2015-05-06","D02","SERC","SERC_055","tower","deciduousForest",38.894328,-76.567942,"WGS84",20.2,364023.8,4306218.53,"18N",10.7,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","100",800,40,400,"","","llemmon@field-ops.org","legacyData"
"deed6850-5a5f-4685-9c44-242815d96ffa","SERC_055.basePlot.vst","2015-05-06","D02","SERC","SERC_055","tower","deciduousForest",38.894328,-76.567942,"WGS84",20.2,364023.8,4306218.53,"18N",10.7,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","100",800,40,400,"","hkatz@field-ops.org","llemmon@field-ops.org","legacyData"
"2b2900c9-e253-45d0-a869-6fa1514ca7fd","SERC_055.basePlot.vst","2015-05-06","D02","SERC","SERC_055","tower","deciduousForest",38.894328,-76.567942,"WGS84",20.2,364023.8,4306218.53,"18N",10.7,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","100",800,40,400,"","","llemmon@field-ops.org","legacyData"
"f7526045-d5c8-412f-9724-ba517cb0dcb7","SERC_048.basePlot.vst","2015-05-06","D02","SERC","SERC_048","tower","deciduousForest",38.89318,-76.566967,"WGS84",20.2,364106.17,4306089.67,"18N",12.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Check for liana recruitment","","llemmon@field-ops.org","legacyData"
"5698c58c-0c78-44d0-8ac1-12d13d927e21","SERC_048.basePlot.vst","2015-05-06","D02","SERC","SERC_048","tower","deciduousForest",38.89318,-76.566967,"WGS84",20.2,364106.17,4306089.67,"18N",12.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Check for liana recruitment","rcumberland@field-ops.org","llemmon@field-ops.org","legacyData"
"493388b0-9897-44e8-b8f1-248561c170b8","SERC_048.basePlot.vst","2015-05-06","D02","SERC","SERC_048","tower","deciduousForest",38.89318,-76.566967,"WGS84",20.2,364106.17,4306089.67,"18N",12.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Check for liana recruitment","hkatz@field-ops.org","llemmon@field-ops.org","legacyData"
"84a00911-949b-48de-8995-4264a686903b","SERC_060.basePlot.vst","2015-05-07","D02","SERC","SERC_060","tower","deciduousForest",38.893081,-76.564176,"WGS84",20.3,364348.04,4306074.53,"18N",7.9,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","gchapman@neoninc.org","hkatz@field-ops.org","legacyData"
"53d8c2be-3dcf-474c-8bfa-4a2296f74aca","SERC_060.basePlot.vst","2015-05-07","D02","SERC","SERC_060","tower","deciduousForest",38.893081,-76.564176,"WGS84",20.3,364348.04,4306074.53,"18N",7.9,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","","hkatz@field-ops.org","legacyData"
"b69e8696-0a20-4a7d-afd4-f5abf315fafb","SERC_061.basePlot.vst","2015-05-08","D02","SERC","SERC_061","tower","deciduousForest",38.889743,-76.555114,"WGS84",20.3,365127.67,4305690.65,"18N",12,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","rcumberland@field-ops.org","legacyData"
"7523b6a2-c132-4849-824b-19f6280631a7","SERC_061.basePlot.vst","2015-05-08","D02","SERC","SERC_061","tower","deciduousForest",38.889743,-76.555114,"WGS84",20.3,365127.67,4305690.65,"18N",12,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","rcumberland@field-ops.org","rcumberland@field-ops.org","legacyData"
"9118554c-9423-4434-864d-ec919c6e02f2","SERC_054.basePlot.vst","2015-05-08","D02","SERC","SERC_054","tower","deciduousForest",38.889274,-76.556464,"WGS84",20.2,365009.69,4305640.6,"18N",19.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Lianas present measure entire subplot; entire subplot measured for ShrubSapling","llemmon@field-ops.org","llemmon@field-ops.org","legacyData"
"755b0070-c3f1-4e3c-9115-3c0e89609273","SERC_061.basePlot.vst","2015-05-08","D02","SERC","SERC_061","tower","deciduousForest",38.889743,-76.555114,"WGS84",20.3,365127.67,4305690.65,"18N",12,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","rcumberland@field-ops.org","legacyData"
"cf4e29f0-8a4c-4d71-b971-e8a361483f8e","SERC_061.basePlot.vst","2015-05-08","D02","SERC","SERC_061","tower","deciduousForest",38.889743,-76.555114,"WGS84",20.3,365127.67,4305690.65,"18N",12,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","dsoteropoulos@neoninc.org","rcumberland@field-ops.org","legacyData"
"9718161c-b259-4e90-8ef4-ab535b65e9c8","SERC_054.basePlot.vst","2015-05-08","D02","SERC","SERC_054","tower","deciduousForest",38.889274,-76.556464,"WGS84",20.2,365009.69,4305640.6,"18N",19.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Lianas present measure entire subplot; entire subplot measured for ShrubSapling","","llemmon@field-ops.org","legacyData"
"4491e8bc-3fc7-4faa-886e-d428761d84d3","SERC_054.basePlot.vst","2015-05-08","D02","SERC","SERC_054","tower","deciduousForest",38.889274,-76.556464,"WGS84",20.2,365009.69,4305640.6,"18N",19.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Lianas present measure entire subplot; entire subplot measured for ShrubSapling","","llemmon@field-ops.org","legacyData"
"e7c9da65-04f2-467a-aad9-8411255554ac","SERC_054.basePlot.vst","2015-05-08","D02","SERC","SERC_054","tower","deciduousForest",38.889274,-76.556464,"WGS84",20.2,365009.69,4305640.6,"18N",19.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Lianas present measure entire subplot; entire subplot measured for ShrubSapling","rcumberland@field-ops.org","llemmon@field-ops.org","legacyData"
"b98a2965-5022-4b78-919e-d5560def08bd","SERC_046.basePlot.vst","2015-07-13","D02","SERC","SERC_046","tower","deciduousForest",38.891258,-76.551167,"WGS84",20.2,365472.86,4305852.96,"18N",30.1,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","choman@field-ops.org","rmoncrieffe@field-ops.org","legacyData"
"db866e2e-800c-4b27-89fd-49f5b016ef68","SERC_046.basePlot.vst","2015-07-13","D02","SERC","SERC_046","tower","deciduousForest",38.891258,-76.551167,"WGS84",20.2,365472.86,4305852.96,"18N",30.1,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","rmoncrieffe@field-ops.org","legacyData"
"0e8791f6-a0a1-448a-8c80-5d625b914846","SERC_059.basePlot.vst","2015-07-14","D02","SERC","SERC_059","tower","deciduousForest",38.889025,-76.549613,"WGS84",20.3,365603.43,4305602.85,"18N",20,0.5,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Lianas present measure entire subplot","mhalsey@field-ops.org","mhalsey@field-ops.org","legacyData"
"d24bb7d0-0ab2-4810-8686-336ae8e364d5","SERC_046.basePlot.vst","2015-07-14","D02","SERC","SERC_046","tower","deciduousForest",38.891258,-76.551167,"WGS84",20.2,365472.86,4305852.96,"18N",30.1,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","rmoncrieffe@field-ops.org","rmoncrieffe@field-ops.org","legacyData"
"3793350e-bb7b-456f-8833-5f032256b560","SERC_046.basePlot.vst","2015-07-14","D02","SERC","SERC_046","tower","deciduousForest",38.891258,-76.551167,"WGS84",20.2,365472.86,4305852.96,"18N",30.1,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","rmoncrieffe@field-ops.org","legacyData"
"57ffe43d-54fd-48e7-bbd0-ea832e96c650","SERC_059.basePlot.vst","2015-07-14","D02","SERC","SERC_059","tower","deciduousForest",38.889025,-76.549613,"WGS84",20.3,365603.43,4305602.85,"18N",20,0.5,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Lianas present measure entire subplot","","mhalsey@field-ops.org","legacyData"
"c743b30b-1ec2-46b6-b758-a42c27f2ff96","SERC_059.basePlot.vst","2015-07-14","D02","SERC","SERC_059","tower","deciduousForest",38.889025,-76.549613,"WGS84",20.3,365603.43,4305602.85,"18N",20,0.5,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Lianas present measure entire subplot","choman@field-ops.org","mhalsey@field-ops.org","legacyData"
"9e072afc-aa28-4e40-b049-1ede43d3c2bb","SERC_059.basePlot.vst","2015-07-14","D02","SERC","SERC_059","tower","deciduousForest",38.889025,-76.549613,"WGS84",20.3,365603.43,4305602.85,"18N",20,0.5,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Lianas present measure entire subplot","","mhalsey@field-ops.org","legacyData"
"d342b0ea-0450-497b-a2e8-a6db867c3e82","SERC_053.basePlot.vst","2015-07-15","D02","SERC","SERC_053","tower","deciduousForest",38.890368,-76.556075,"WGS84",20.3,365045.5,4305761.43,"18N",9,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Check for liana recruitment","arollosson@field-ops.org","rmoncrieffe@field-ops.org","legacyData"
"a082f844-41a6-406a-ade6-15279588a72a","SERC_053.basePlot.vst","2015-07-15","D02","SERC","SERC_053","tower","deciduousForest",38.890368,-76.556075,"WGS84",20.3,365045.5,4305761.43,"18N",9,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Check for liana recruitment","","rmoncrieffe@field-ops.org","legacyData"
"13faed24-f821-4b0c-b463-20d22becdb0f","SERC_053.basePlot.vst","2015-07-15","D02","SERC","SERC_053","tower","deciduousForest",38.890368,-76.556075,"WGS84",20.3,365045.5,4305761.43,"18N",9,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Check for liana recruitment","rmoncrieffe@field-ops.org","rmoncrieffe@field-ops.org","legacyData"
"90f1de7d-e1d2-407b-ae76-2b4f59d93a0c","SERC_053.basePlot.vst","2015-07-15","D02","SERC","SERC_053","tower","deciduousForest",38.890368,-76.556075,"WGS84",20.3,365045.5,4305761.43,"18N",9,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Check for liana recruitment","","rmoncrieffe@field-ops.org","legacyData"
"4673c798-ea0e-48fe-a8c3-c6c3e4b844e2","SERC_044.basePlot.vst","2015-07-16","D02","SERC","SERC_044","tower","deciduousForest",38.890806,-76.553978,"WGS84",20.2,365228.2,4305806.94,"18N",10.7,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","","choman@field-ops.org","legacyData"
"181d4adf-ecfd-466a-9d35-1a96d5e6e143","SERC_044.basePlot.vst","2015-07-16","D02","SERC","SERC_044","tower","deciduousForest",38.890806,-76.553978,"WGS84",20.2,365228.2,4305806.94,"18N",10.7,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","mhalsey@field-ops.org","choman@field-ops.org","legacyData"
"000da51a-6c08-4f3b-82ed-5ad58c959eb5","SERC_044.basePlot.vst","2015-07-16","D02","SERC","SERC_044","tower","deciduousForest",38.890806,-76.553978,"WGS84",20.2,365228.2,4305806.94,"18N",10.7,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","","choman@field-ops.org","legacyData"
"be1fb1ac-dae2-437a-9e68-2d59cca63ddd","SERC_044.basePlot.vst","2015-07-16","D02","SERC","SERC_044","tower","deciduousForest",38.890806,-76.553978,"WGS84",20.2,365228.2,4305806.94,"18N",10.7,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","rmoncrieffe@field-ops.org","choman@field-ops.org","legacyData"
"709f7c63-2ed7-4e7a-9b02-873ac9792424","SERC_047.basePlot.vst","2015-07-27","D02","SERC","SERC_047","tower","deciduousForest",38.885634,-76.5602,"WGS84",20.2,364678.75,4305242.17,"18N",5.7,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Check for liana recruitment","mhalsey@field-ops.org","choman@field-ops.org","legacyData"
"c74f4b1c-594d-4628-a2fe-5f44923308ce","SERC_047.basePlot.vst","2015-07-27","D02","SERC","SERC_047","tower","deciduousForest",38.885634,-76.5602,"WGS84",20.2,364678.75,4305242.17,"18N",5.7,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Check for liana recruitment","","choman@field-ops.org","legacyData"
"a073e8aa-ce75-4fb9-a500-f95976f8194e","SERC_047.basePlot.vst","2015-07-27","D02","SERC","SERC_047","tower","deciduousForest",38.885634,-76.5602,"WGS84",20.2,364678.75,4305242.17,"18N",5.7,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Check for liana recruitment","","choman@field-ops.org","legacyData"
"fb98e735-77ff-490e-b2aa-766a66d14af8","SERC_047.basePlot.vst","2015-07-27","D02","SERC","SERC_047","tower","deciduousForest",38.885634,-76.5602,"WGS84",20.2,364678.75,4305242.17,"18N",5.7,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Check for liana recruitment","choman@field-ops.org","choman@field-ops.org","legacyData"
"6a3c7f15-e78a-4f8a-abfe-4e7c5cb63cdf","SERC_049.basePlot.vst","2015-07-28","D02","SERC","SERC_049","tower","deciduousForest",38.886501,-76.561507,"WGS84",20.3,364567.03,4305340.33,"18N",3.5,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Check for liana recruitment","choman@field-ops.org","arollosson@field-ops.org","legacyData"
"91cdd818-d607-433f-be8d-2b96a00d1258","SERC_049.basePlot.vst","2015-07-28","D02","SERC","SERC_049","tower","deciduousForest",38.886501,-76.561507,"WGS84",20.3,364567.03,4305340.33,"18N",3.5,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Check for liana recruitment","","arollosson@field-ops.org","legacyData"
"86ffa730-f77a-4c8e-8904-9f5eeef7101c","SERC_049.basePlot.vst","2015-07-28","D02","SERC","SERC_049","tower","deciduousForest",38.886501,-76.561507,"WGS84",20.3,364567.03,4305340.33,"18N",3.5,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Check for liana recruitment","","arollosson@field-ops.org","legacyData"
"c0a34fab-ca63-45df-928a-54210214dc39","SERC_049.basePlot.vst","2015-07-28","D02","SERC","SERC_049","tower","deciduousForest",38.886501,-76.561507,"WGS84",20.3,364567.03,4305340.33,"18N",3.5,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Check for liana recruitment","arollosson@field-ops.org","arollosson@field-ops.org","legacyData"
"0a0c683a-90a4-4a47-a2ab-55cd0e09c815","SERC_057.basePlot.vst","2015-09-30","D02","SERC","SERC_057","tower","deciduousForest",38.887086,-76.562843,"WGS84",20.2,364452.26,4305407.24,"18N",0.9,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Check for liana recruitment","dsoteropoulos@neoninc.org","dsoteropoulos@neoninc.org","legacyData"
"3d6780bf-7098-466e-9a20-498a6b3411c0","SERC_057.basePlot.vst","2015-09-30","D02","SERC","SERC_057","tower","deciduousForest",38.887086,-76.562843,"WGS84",20.2,364452.26,4305407.24,"18N",0.9,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Check for liana recruitment","","dsoteropoulos@neoninc.org","legacyData"
"9dd5dd50-9c40-40ee-af73-f1e1339c09b4","SERC_056.basePlot.vst","2015-10-01","D02","SERC","SERC_056","tower","deciduousForest",38.886972,-76.560094,"WGS84",20.2,364690.48,4305390.51,"18N",13,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","dsoteropoulos@neoninc.org","dsoteropoulos@neoninc.org","legacyData"
"3c3a9a51-3926-4c08-8a42-6f43fb867c81","SERC_056.basePlot.vst","2015-10-01","D02","SERC","SERC_056","tower","deciduousForest",38.886972,-76.560094,"WGS84",20.2,364690.48,4305390.51,"18N",13,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","","dsoteropoulos@neoninc.org","legacyData"
"02e09312-b1b7-497f-8f71-ba93ddc59d4f","SERC_009.basePlot.vst","2016-09-13","D02","SERC","SERC_009","distributed","deciduousForest",38.897569,-76.561177,"WGS84",20.3,364616.67,4306568.14,"18N",22.5,0.5,"vst_SERC_2016","NEON.DOC.000987vF","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",400,80,400,"","dsoteropoulos@neoninc.org","alandes@field-ops.org",NA
"32e2af32-8da8-43da-bfb9-3cdfa3022b19","SERC_008.basePlot.vst","2016-09-13","D02","SERC","SERC_008","distributed","cultivatedCrops",38.871839,-76.524078,"WGS84",20.1,367786.32,4303658.29,"18N",2,0.1,"vst_SERC_2016","NEON.DOC.000987vF","",NA,"",NA,"",NA,"noneSelected","noneSelected",400,400,400,"Agricultural field","gchapman@neoninc.org","gchapman@neoninc.org",NA
"8bd9cff4-33f3-4041-b77e-e0d037c1587c","SERC_007.basePlot.vst","2016-09-13","D02","SERC","SERC_007","distributed","cultivatedCrops",38.873795,-76.539829,"WGS84",20.1,366423.51,4303898.3,"18N",4.3,0.2,"vst_SERC_2016","NEON.DOC.000987vF","",NA,"",NA,"",NA,"noneSelected","noneSelected",400,400,400,"Agricultural field","gchapman@neoninc.org","gchapman@neoninc.org",NA
"853fd18d-5e2a-4c3b-8548-33b9e6bf763a","SERC_018.basePlot.vst","2016-09-13","D02","SERC","SERC_018","distributed","cultivatedCrops",38.872926,-76.531608,"WGS84",20.1,367135.08,4303789.86,"18N",6.7,0.1,"vst_SERC_2016","NEON.DOC.000987vF","",NA,"",NA,"",NA,"noneSelected","noneSelected",400,400,400,"Agricultural field","gchapman@neoninc.org","gchapman@neoninc.org",NA
"ac309c79-a401-46c0-b13e-1bae65c83cef","SERC_011.basePlot.vst","2016-09-19","D02","SERC","SERC_011","distributed","deciduousForest",38.898524,-76.551063,"WGS84",20.2,365495.59,4306659.17,"18N",38.3,0.3,"vst_SERC_2016","NEON.DOC.000987vF","Y",NA,"Y",NA,"Y",NA,"25","noneSelected",400,200,400,"","jledvina@field-ops.org","goyola@field-ops.org",NA
"063b1f39-38de-4257-b3c1-d8c1521116a6","SERC_003.basePlot.vst","2016-09-20","D02","SERC","SERC_003","distributed","deciduousForest",38.899874,-76.543769,"WGS84",20.2,366130.68,4306798.26,"18N",10.8,0.2,"vst_SERC_2016","NEON.DOC.000987vF","Y",NA,"Y",NA,"Y",NA,"25","noneSelected",400,200,400,"","goyola@field-ops.org","jledvina@field-ops.org",NA
"6fbc0ea7-f6b9-41a3-910f-1703b66e01dc","SERC_006.basePlot.vst","2016-09-21","D02","SERC","SERC_006","distributed","deciduousForest",38.881089,-76.547316,"WGS84",20.3,365787.72,4304718.75,"18N",3.5,0.4,"vst_SERC_2016","NEON.DOC.000987vF","Y",NA,"Y",NA,"Y",NA,"25","noneSelected",400,200,400,"","jledvina@field-ops.org","goyola@field-ops.org",NA
"daf04c4e-5e87-477c-9b43-80bbde4038c8","SERC_001.basePlot.vst","2016-09-26","D02","SERC","SERC_001","distributed","deciduousForest",38.86869,-76.533595,"WGS84",20.2,366954.81,4303322.65,"18N",7.6,0.4,"vst_SERC_2016","NEON.DOC.000987vF","Y",NA,"Y",NA,"Y",NA,"noneSelected","noneSelected",400,400,400,"","rcumberland@field-ops.org","llemmon@field-ops.org",NA
"2a350aa7-0cca-4f92-acd9-6699ae49b148","SERC_017.basePlot.vst","2016-09-26","D02","SERC","SERC_017","distributed","deciduousForest",38.876026,-76.535553,"WGS84",20.2,366798.63,4304139.64,"18N",4.7,0.2,"vst_SERC_2016","NEON.DOC.000987vF","Y",NA,"Y",NA,"Y",NA,"25","noneSelected",400,200,400,"","llemmon@field-ops.org","arollosson@field-ops.org",NA
"0261c16f-ca29-4228-b95f-0f9560e85d81","SERC_019.basePlot.vst","2016-09-27","D02","SERC","SERC_019","distributed","deciduousForest",38.871772,-76.55069,"WGS84",20.2,365477.48,4303689.74,"18N",15.1,0.3,"vst_SERC_2016","NEON.DOC.000987vF","Y",NA,"Y",NA,"Y",NA,"10","noneSelected",400,80,400,"","dsoteropoulos@neoninc.org","llemmon@field-ops.org",NA
"7db25fee-c055-491f-b184-3de658be825a","SERC_014.basePlot.vst","2016-10-03","D02","SERC","SERC_014","distributed","deciduousForest",38.87599,-76.541093,"WGS84",20.2,366317.97,4304143.74,"18N",2.6,0.2,"vst_SERC_2016","NEON.DOC.000987vF","Y",NA,"N",NA,"Y",NA,"25","noneSelected",400,200,400,NA,"gchapman@neoninc.org","jledvina@field-ops.org",NA
"fed273cd-0c91-4d19-8a77-7d57d1744bfb","SERC_010.basePlot.vst","2016-10-03","D02","SERC","SERC_010","distributed","deciduousForest",38.909675,-76.546255,"WGS84",20.2,365933.53,4307889.6,"18N",25.8,0.2,"vst_SERC_2016","NEON.DOC.000987vF","Y",NA,"Y",NA,"Y",NA,"25","noneSelected",400,200,400,NA,"gchapman@neoninc.org","jledvina@field-ops.org",NA
"428054bb-dc2c-4b24-bb49-78868902f78f","SERC_016.basePlot.vst","2016-10-04","D02","SERC","SERC_016","distributed","deciduousForest",38.89946,-76.547557,"WGS84",20.2,365801.4,4306757.88,"18N",19.6,0.3,"vst_SERC_2016","NEON.DOC.000987vF","Y",NA,"N",NA,"N",NA,"10","noneSelected",400,80,400,NA,"gchapman@neoninc.org","jledvina@field-ops.org",NA
"c0bde54d-a3ad-4e8f-8f25-748fbf220b69","SERC_012.basePlot.vst","2016-10-04","D02","SERC","SERC_012","distributed","deciduousForest",38.878648,-76.560977,"WGS84",20.3,364598.09,4304468.04,"18N",24.5,0.3,"vst_SERC_2016","NEON.DOC.000987vF","Y",NA,"N",NA,"Y",NA,"noneSelected","noneSelected",400,400,400,NA,"gchapman@neoninc.org","jledvina@field-ops.org",NA
