"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","sampleCode","ligninSampleID","ligninSampleBarcode","collectDate","analysisDate","analyticalRepNumber","dryMass","digestVolume","foliarPhosphorusConc","foliarPotassiumConc","foliarCalciumConc","foliarMagnesiumConc","foliarSulfurConc","foliarManganeseConc","foliarIronConc","foliarCopperConc","foliarBoronConc","foliarZincConc","measurementQF","accuracyQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"2559f8f6-1e09-497e-9dfb-decd06bedc3e","DSNY_041.basePlot.cfc","D03","DSNY","DSNY_041","tower","k7LBIL3J5m4vbckmEdeA5OEO3EL/kw1sGAfN06CfXT4=","A00000036323","k7LBIL3J5m4vbckmEdeA5OEO3EL/kw1sgdPRZnXy0VQ=","A00000036550","2018-10-02T12:48Z","2019-02-28",1,0.143,50,0.466,2.053,0.99,1.131,0.096,143.2,51.2,5.6,9.2,75.5,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"6fddd33e-9b83-4a4e-8e87-da23580f5177","DSNY_044.basePlot.cfc","D03","DSNY","DSNY_044","tower","k7LBIL3J5m4wMlQ0pHZIwzU5ujd7q1G8GzF+wYH/eD0=","A00000036317","k7LBIL3J5m4wMlQ0pHZIwzU5ujd7q1G82NEI5hnSvog=","A00000036622","2018-10-02T13:07Z","2019-02-28",2,0.1,50,0.205,0.782,0.299,0.375,0.084,63.9,41.1,5.4,31,44.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"85115753-0390-4b8a-b570-5aa9fdcc2760","DSNY_044.basePlot.cfc","D03","DSNY","DSNY_044","tower","k7LBIL3J5m4wMlQ0pHZIwzU5ujd7q1G8GzF+wYH/eD0=","A00000036317","k7LBIL3J5m4wMlQ0pHZIwzU5ujd7q1G82NEI5hnSvog=","A00000036622","2018-10-02T13:07Z","2019-02-28",1,0.101,50,0.225,0.796,0.311,0.411,0.082,68.9,44.3,6.1,38.4,47.4,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"6073dd78-1242-4798-9116-8208a1516d72","DSNY_043.basePlot.cfc","D03","DSNY","DSNY_043","tower","k7LBIL3J5m5yk+FwtQ9Y85bHA2Wymw5VLxu4LJn9i7Q=","A00000036318","k7LBIL3J5m5yk+FwtQ9Y85bHA2Wymw5VWjqzY1BQxyo=","A00000036620","2018-10-02T14:42Z","2019-02-28",1,0.101,50,0.353,1.044,0.932,0.522,0.179,93.9,75,7.1,15.5,35.3,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"40b1bbcb-0578-4dbe-890d-1178f6831971","GUAN_002.basePlot.cfc","D04","GUAN","GUAN_002","distributed","xIqeKa1cF5wqK55/3DYW1xzc8KY/0EterNpfuUFm/DY=","A00000005671","xIqeKa1cF5wqK55/3DYW1xzc8KY/0Eteh6W6SAHNOcgSZ6E4NFXjkg==","A00000005788","2018-04-24T12:12Z","2018-09-25",1,0.105,50,0.061,2.053,3.439,0.436,0.072,16.2,64.2,10.3,73.4,16,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"8f19fab4-2bba-4fec-8bdc-7e70583c3964","GUAN_002.basePlot.cfc","D04","GUAN","GUAN_002","distributed","xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmtKHy1jKltlY=","A00000007222","xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+Zm+McOfQnrNiY=","A00000005789","2018-04-24T12:50Z","2018-09-25",1,0.102,50,0.077,0.483,4.757,0.398,0.061,41.7,65.2,3.3,139.8,10.8,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"08a05768-c007-4c8b-b240-770e345b71be","GUAN_002.basePlot.cfc","D04","GUAN","GUAN_002","distributed","xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHS8XmHwaLsRY0=","A00000007235","xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHSPbgEC71ARkY=","A00000005793","2018-04-24T13:16Z","2018-09-25",1,0.108,50,0.095,2.133,2.54,0.178,0.064,16.8,47.6,9.3,46.2,17.8,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"224518bf-3932-48dd-94cb-216727af7f9b","GUAN_008.basePlot.cfc","D04","GUAN","GUAN_008","distributed","xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQ8z2RwGsWKyo=","A00000007244","xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQF68pyLK3xfk=","A00000005777","2018-04-24T15:54Z","2018-09-25",1,0.107,50,0.147,1.078,1.128,0.374,0.068,32.3,40.2,4.7,32.7,29.3,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"7277de7e-9449-4787-9c71-0415d83f32c0","GUAN_008.basePlot.cfc","D04","GUAN","GUAN_008","distributed","xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTtO1ZjWRWEf0=","A00000007259","xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTT7VJwL1nOCw=","A00000005780","2018-04-24T16:16Z","2018-09-25",1,0.104,50,0.145,1.849,1.069,0.387,0.068,41.1,72.1,7.2,25.1,57.7,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"2122e5d7-d9c7-4daf-87da-c029c4cd93c3","GUAN_008.basePlot.cfc","D04","GUAN","GUAN_008","distributed","xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLh23POiccO7o=","A00000007260","xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLaIixv0feLXbTI5SVQntVdg==","A00000005781","2018-04-24T16:54Z","2018-09-25",1,0.103,50,0.228,1.027,3.14,0.627,0.096,34.4,43.4,5.1,38.6,29.5,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"b311ae27-1053-4ac0-8650-cadc95e7824a","GUAN_042.basePlot.cfc","D04","GUAN","GUAN_042","tower","xIqeKa1cF5xABiXrs0UCiJR6NdCm4wNr0gVPrMAWG+E=","A00000007245","xIqeKa1cF5xABiXrs0UCiJR6NdCm4wNrERnm/AYZAH8=","A00000005795","2018-04-25T11:21Z","2018-09-25",1,0.109,50,0.092,1.497,2.673,0.197,0.141,0.2,3.1,0.1,9.4,4.7,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"dd05070a-aa73-48e2-90ea-0dbe5bf13365","GUAN_042.basePlot.cfc","D04","GUAN","GUAN_042","tower","xIqeKa1cF5w/7S5W4OSulId2ieyS+K+PKF/GwC2YXGM=","A00000007246","xIqeKa1cF5w/7S5W4OSulId2ieyS+K+PDB47PkkobvM=","A00000005803","2018-04-25T11:55Z","2018-09-25",1,0.102,50,0.925,2.085,3.796,0.96,0.075,40.2,51,9.8,185.4,37.2,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"d700d2dc-b128-4091-a536-2b651573150b","GUAN_042.basePlot.cfc","D04","GUAN","GUAN_042","tower","xIqeKa1cF5wru2D/2cP7M9sTjPj2HT25/QazCIK0oM4=","A00000007262","xIqeKa1cF5wru2D/2cP7M9sTjPj2HT25R+dwhL0kw70=","A00000005805","2018-04-25T12:28Z","2018-09-25",1,0.105,50,0.148,1.523,1.618,0.179,0.088,248.5,293.7,4.1,31.3,31.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"a3abc33d-e898-4df0-82b6-1240bad3c227","GUAN_043.basePlot.cfc","D04","GUAN","GUAN_043","tower","xIqeKa1cF5waeJdGCqrXoUfTMlurlUpUrmhSU6tu78w=","A00000007268","xIqeKa1cF5waeJdGCqrXoUfTMlurlUpUyU4TpsXZZvA=","A00000005809","2018-04-25T13:35Z","2018-09-25",1,0.107,50,0.089,1.812,1.388,0.143,0.083,17.7,29.6,16.5,118.3,27,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"285bbe0c-afdc-4441-94b1-2eef636afdad","GUAN_043.basePlot.cfc","D04","GUAN","GUAN_043","tower","xIqeKa1cF5zi5fI3F8z9YZz4D4/4pdVVrIuoCA+G6II=","A00000007266","xIqeKa1cF5zi5fI3F8z9YZz4D4/4pdVVfy3D+IQMiE8isAVtn7p67A==","A00000005830","2018-04-25T13:53Z","2018-09-25",1,0.107,50,0.063,0.525,1.837,0.076,0.124,41.5,52.6,10.2,201,32.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"0c9dc3c6-258d-46a7-82b7-3399ad3f8f87","GUAN_043.basePlot.cfc","D04","GUAN","GUAN_043","tower","xIqeKa1cF5xrbUxm1ISTmNAHfrSqdQHyc4ZEAXKyFt4=","A00000007267","xIqeKa1cF5xrbUxm1ISTmNAHfrSqdQHyjrjiDrG7hg13FiQGc4bv2w==","A00000005798","2018-04-25T14:27Z","2018-09-25",1,0.104,50,0.203,2.44,1.012,0.429,0.112,6.2,31.2,2.1,37.1,24.8,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"98adc50c-b167-463d-91b8-b414dcb73574","GUAN_004.basePlot.cfc","D04","GUAN","GUAN_004","distributed","xIqeKa1cF5wwrIuSv422hnj6XHplVzshXD0Ib8lBPbg=","A00000007263","xIqeKa1cF5wwrIuSv422hnj6XHplVzshDCQB4NCwfW0=","A00000005841","2018-04-26T11:30Z","2018-09-25",1,0.104,50,0.179,1.638,0.753,0.213,0.08,20.5,25.5,5.8,26.1,22.2,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"78fac86d-31e3-4031-8656-4436eabf5af1","GUAN_004.basePlot.cfc","D04","GUAN","GUAN_004","distributed","xIqeKa1cF5zts93CSVKm4U3tyCpyHWZrw2TsZG9cUDY=","A00000007265","xIqeKa1cF5zts93CSVKm4U3tyCpyHWZrpQGJaVVmzSQ=","A00000005835","2018-04-26T11:58Z","2018-09-25",1,0.103,50,0.079,0.866,5.196,0.307,0.082,25.9,50.4,4.7,106.5,19,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"a59f20dd-7161-4da9-a92f-ce5cc6e96a43","GUAN_004.basePlot.cfc","D04","GUAN","GUAN_004","distributed","xIqeKa1cF5xcshSqEyAlFcPI1d8lnvq+GjK3rffgfRc=","A00000007264","xIqeKa1cF5xcshSqEyAlFcPI1d8lnvq+U5Mx452P5O4=","A00000005838","2018-04-26T12:56Z","2018-09-25",1,0.102,50,0.107,1.576,1.39,0.207,0.073,35.6,61.1,9,30.7,38,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"03abd75f-c3de-4bfa-add6-03f83e35a827","GUAN_001.basePlot.cfc","D04","GUAN","GUAN_001","distributed","xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbO0A4PDvYAfc4=","A00000007249","xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbOVww068UlSXV7URiJZd+P6w==","A00000005832","2018-04-26T14:36Z","2018-09-25",1,0.104,50,0.066,2.761,4.235,0.636,0.075,12.1,25.1,6.9,128.3,20,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"26eb4221-e134-46be-8949-3bc65e148671","GUAN_001.basePlot.cfc","D04","GUAN","GUAN_001","distributed","xIqeKa1cF5yM8COs61ByxNYWb0J8TMOyRbC9EIJng0k=","A00000007250","xIqeKa1cF5yM8COs61ByxNYWb0J8TMOyPPYyXpbULHg=","A00000005827","2018-04-26T14:55Z","2018-09-25",1,0.101,50,0.088,0.579,6.343,0.85,0.074,62.6,42.2,3.4,134.4,16.5,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"641ecd03-54e3-4009-afd3-4f928ea8e16a","GUAN_001.basePlot.cfc","D04","GUAN","GUAN_001","distributed","xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCvxEJCgkEmyU=","A00000007251","xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCYSP8pj5r670=","A00000005823","2018-04-26T15:30Z","2018-09-25",1,0.106,50,0.067,0.977,2.523,0.337,0.044,15.9,32,2.9,113.1,16.2,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"aa09d9fa-9a21-47e6-aa51-eb0bc8f10fe8","GUAN_007.basePlot.cfc","D04","GUAN","GUAN_007","distributed","xIqeKa1cF5yb+I75mt2ilJpUZuriRhi37u+QQdnREpA=","A00000005672","xIqeKa1cF5yb+I75mt2ilJpUZuriRhi3kDUEjrmaSQMuJZD2vbXuIg==","A00000005859","2018-04-27T11:05Z","2018-09-25",1,0.102,50,0.116,2.72,2.68,0.664,0.083,23.5,55.3,6.7,82.5,21.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"ccac97f5-5717-49a5-95b8-17bdd4ce20cb","GUAN_007.basePlot.cfc","D04","GUAN","GUAN_007","distributed","xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNRxwk/ZU9M4U=","A00000007247","xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNhX/7ICkE+lU=","A00000005855","2018-04-27T11:35Z","2018-09-25",1,0.104,50,0.134,1.225,1.094,0.247,0.069,27.7,50.1,6.4,56.6,30,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"6227e955-ccab-478d-ab7f-6902dfea016b","GUAN_007.basePlot.cfc","D04","GUAN","GUAN_007","distributed","xIqeKa1cF5xYBHSYE3LGXLFnC5oSjTgXBaRIowYiH6k=","A00000005673","xIqeKa1cF5xYBHSYE3LGXLFnC5oSjTgXQfAnpiD3SR8=","A00000005852","2018-04-27T11:59Z","2018-09-25",1,0.106,50,0.078,0.792,5.129,0.228,0.045,31.7,47.9,6.5,51.2,14.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"a19751d9-3868-46f7-b3a0-0c4f2caf580f","GUAN_003.basePlot.cfc","D04","GUAN","GUAN_003","distributed","xIqeKa1cF5wMpbmu91XFc/mrtqEJApmBlmQHM/GjOGU=","A00000007243","xIqeKa1cF5wMpbmu91XFc/mrtqEJApmBOiz+GYbrKLFDH/M5fpXQVQ==","A00000005850","2018-04-27T13:14Z","2018-09-25",1,0.106,50,0.213,1.575,1.199,0.851,0.115,15.3,31.2,15.1,24.8,24.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"156e5376-0c76-40f1-a37e-e92f99d2468b","GUAN_003.basePlot.cfc","D04","GUAN","GUAN_003","distributed","xIqeKa1cF5w1nHnXZJaXrn135RaJdyucJQgfIA9El9U=","A00000007241","xIqeKa1cF5w1nHnXZJaXrn135RaJdyuckEQPuHwCWdM=","A00000005845","2018-04-27T13:33Z","2018-09-25",1,0.103,50,0.153,1.19,0.793,0.328,0.07,16.9,59.4,5.4,22.4,33.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"adcc0913-698b-48b6-ba79-85f65c1fd93e","GUAN_003.basePlot.cfc","D04","GUAN","GUAN_003","distributed","xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNVO1lR8omq1I=","A00000007242","xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNKzLn+eqJwLQ=","A00000005847","2018-04-27T13:54Z","2018-09-25",1,0.106,50,0.124,1.626,1.854,0.208,0.068,12.6,26.6,7.1,38.9,18.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"07adf015-161a-42f9-a7d6-f95b3ce890eb","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtgx/WU/6i1rs=","A00000005674","xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtmF/oN29AmJkz/3qZxwAeIw==","A00000005861","2018-04-27T14:35Z","2018-09-25",1,0.105,50,0.064,2.311,2.224,0.401,0.056,17.2,28.2,15.8,101.2,26.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"05168a7d-fa47-477e-ba45-47c836620a77","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSepDQ3YzWlhM=","A00000005675","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSZD+kElW16zQ=","A00000005862","2018-04-27T15:45Z","2018-09-25",1,0.109,50,0.069,1.059,2.572,0.138,0.075,41.4,45.4,17.1,110.8,32,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"01d1d6e0-72af-49ad-a569-d9d703768a1b","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSepDQ3YzWlhM=","A00000005675","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSZD+kElW16zQ=","A00000005862","2018-04-27T15:45Z","2018-09-25",2,0.109,50,0.054,1.046,2.679,0.147,0.075,41.3,43.7,16.9,96.8,28.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"09c1d79e-4864-491c-b9ff-51c1d3638905","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++22Q/7SyuYY8=","A00000007252","xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++ZRX8RGIUB3A=","A00000005866","2018-04-27T16:25Z","2018-09-25",1,0.101,50,0.063,0.364,1.655,0.374,0.068,6.2,29.8,2,32.6,25.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"679395d6-f940-4518-a957-9c086d6e4830","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMO3mZRrAKh4M8=","A00000005676","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOmrewvJ65uf0=","A00000007007","2018-04-30T13:50Z","2018-09-25",1,0.101,50,0.12,1.013,0.53,0.211,0.079,35.5,59.9,13.2,72.5,39.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"694883e7-6275-4199-98fd-c035a5a099e2","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSNtAyxvjB+f4=","A00000005677","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSMllJmti/WPZ8lYbEdU7QYQ==","A00000007004","2018-04-30T14:19Z","2018-09-25",1,0.104,50,0.109,3.838,2.313,1.156,0.092,26.9,51.3,9.7,121.9,26.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"9873d3b2-11b7-44df-8094-ce7830e37890","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSNtAyxvjB+f4=","A00000005677","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSMllJmti/WPZ8lYbEdU7QYQ==","A00000007004","2018-04-30T14:19Z","2018-09-25",2,0.108,50,0.096,3.505,2.103,1.035,0.09,27.2,50.6,9.1,105.5,24.4,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"a608c5e3-156d-474e-94dd-60c2279494b6","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLw3BIuZQv+7Y=","A00000007236","xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLWsaxwN5TJaw=","A00000005906","2018-04-30T14:23Z","2018-09-25",1,0.108,50,0.097,0.897,3.491,0.193,0.049,36.7,43.5,11.4,104.7,22.2,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"ae254a51-2779-4328-b3a7-fcdae4796266","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykwpYvE/olIbg=","A00000005679","xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykZPpSV9Pd5ZaOwH8qoXk/BQ==","A00000007010","2018-05-01T15:14Z","2018-09-25",1,0.106,50,0.276,2.157,0.986,0.399,0.099,30.6,34,13.5,32.1,33.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"94289b96-7161-44f3-976d-f6c6f1678e07","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","xIqeKa1cF5wb8aZre4hFDZNYcieXCGMyxQLlZRKnNMA=","A00000005678","xIqeKa1cF5wb8aZre4hFDZNYcieXCGMykzzRKFojdo4=","A00000005897","2018-05-01T15:20Z","2018-09-25",1,0.105,50,0.253,1.983,0.559,0.285,0.093,38.2,48,18.4,32.5,43.8,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"ec04db3d-a7a9-4eae-bb07-a9f0a2731f06","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVdYI2krS+BFw=","A00000005680","xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVXIUwyVufYIk=","A00000005901","2018-05-01T16:08Z","2018-09-25",1,0.101,50,0.075,0.887,3.427,0.23,0.052,31.2,48.2,4.5,83.8,27.3,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
