"uid","namedLocation","domainID","siteID","plotType","sampleID","sampleCode","collectDate","lmaSampleID","lmaSampleCode","lmaSampleCondition","scanDate","scannedBy","freshMass","ovenStartDate","ovenEndDate","dryMass","weighedBy","scannedLeafNumber","leafArea","percentGreen","leafMassPerArea","dryMassFraction","measuredBy","remarks","dataQF"
"761791d2-6fbe-43b8-a31f-176e10da6d1b","SERC_049.basePlot.cfc","D02","SERC","tower","FOQ0AtY6KEx8LZMdpFFFSqHtuS8p0BXnt1zjVwof5Zg=",NA,"2016-07-29T13:45Z","FOQ0AtY6KEx8LZMdpFFFSqHtuS8p0BXnKZB1vJXTC1U=",NA,"OK","2016-07-29T23:00Z","gchapman@neoninc.org",2.764,"2016-07-30T00:20Z","2016-08-01T14:18Z",1.358,"imatlock@field-ops.org",3,18809,NA,72.2,0.491,"vcox@field-ops.org",NA,NA
"9dfa7009-07a5-471d-b98a-600598848cd6","SERC_049.basePlot.cfc","D02","SERC","tower","FOQ0AtY6KEzuRhv79n2Ngh/WdpPgQndDOi6voUDOzbQ=",NA,"2016-07-29T15:35Z","FOQ0AtY6KEzuRhv79n2Ngh/WdpPgQndDO7s88GxzH36Ybu9jQqrMTw==",NA,"OK","2016-07-29T23:00Z","gchapman@neoninc.org",3.133,"2016-07-30T00:20Z","2016-08-01T14:25Z",1.059,"imatlock@field-ops.org",3,19016.1,NA,55.7,0.338,"vcox@field-ops.org",NA,NA
"6db936dd-d59c-4d6c-8f14-f26d181307a6","SERC_049.basePlot.cfc","D02","SERC","tower","FOQ0AtY6KEwHrJltYy50YDAHYT0/4z1nE+1viJMA4fs=",NA,"2016-07-29T15:55Z","FOQ0AtY6KEwHrJltYy50YDAHYT0/4z1n/umuNi5tGI4=",NA,"OK","2016-07-29T23:00Z","gchapman@neoninc.org",1.935,"2016-07-30T00:20Z","2016-08-01T14:28Z",0.897,"imatlock@field-ops.org",5,23007.7,NA,39,0.464,"vcox@field-ops.org",NA,NA
"2bf2da86-3996-4390-9088-c1ff31b49c25","DSNY_010.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m6manDBUj+AtofzIhj72xd3nMgFfJDTcT0=","A00000036326","2018-09-18T13:49Z","k7LBIL3J5m6manDBUj+AtofzIhj72xd3mQVl3FskvXNAXdIF3KWkHw==",NA,"OK","2018-09-19T21:36Z","dbyerley@field-ops.org",46.982,"2018-09-21T14:45Z","2018-09-27T19:30Z",21.628,"mbenedict@battelleecology.org",11,109284,100,197.9,0.46,NA,"",NA
"6b702064-b616-4f5c-adf2-53614ddd685d","DSNY_010.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m7uV8O6z1pWND4RSUYS0NSCjG8y5V4dPCw=","A00000036325","2018-09-18T14:09Z","k7LBIL3J5m7uV8O6z1pWND4RSUYS0NSCwQeU2MRnTsJzskM+LWfNxA==",NA,"OK","2018-09-19T20:30Z","dbyerley@field-ops.org",69.271,"2018-09-21T14:45Z","2018-09-27T20:40Z",4.559,"mbenedict@battelleecology.org",NA,22927,100,198.8,0.066,NA,"",NA
"6ee2f339-60f2-47db-912c-a937bd791b36","DSNY_042.basePlot.cfc","D03","DSNY","tower","k7LBIL3J5m5zyWVT4RSBbUBJhL31p8JSoIeyqWL+lAo=","A00000036322","2018-09-18T15:19Z","k7LBIL3J5m5zyWVT4RSBbUBJhL31p8JSAKIH08ii0NDZ91lG3qgDXA==",NA,"OK","2018-09-18T20:48Z","mkerstein@neoninc.org",46.644,"2018-09-21T14:45Z","2018-09-27T19:30Z",21.665,"mbenedict@battelleecology.org",1,100686,100,215.2,0.464,NA,"",NA
"0b87da1d-1943-4ed4-b22d-380fa96fb1f1","DSNY_042.basePlot.cfc","D03","DSNY","tower","k7LBIL3J5m5CD8QVqcog/vqo7/BfI1YiRfrVmRwFgLw=","A00000036321","2018-09-18T15:36Z","k7LBIL3J5m5CD8QVqcog/vqo7/BfI1YiAeXPiHfVCuE=",NA,"OK","2018-09-18T20:08Z","mkerstein@neoninc.org",5.203,"2018-09-21T14:45Z","2018-09-27T19:30Z",2.386,"mbenedict@battelleecology.org",50,18434,100,129.4,0.459,NA,"",NA
"80018e23-face-4340-be76-9911712cddb2","DSNY_042.basePlot.cfc","D03","DSNY","tower","k7LBIL3J5m5TYFuuQ6tyYVy3SUyoI5I2nBAKMFYJbuo=","A00000036320","2018-09-18T15:49Z","k7LBIL3J5m5TYFuuQ6tyYVy3SUyoI5I2cFsqi1WCUj9CYKAW/gyb4A==",NA,"OK","2018-09-18T19:27Z","mkerstein@neoninc.org",3.792,"2018-09-21T14:45Z","2018-09-27T19:30Z",1.724,"mbenedict@battelleecology.org",80,14235,100,121.1,0.455,NA,"",NA
"aee7e9fe-af81-4280-b2bf-6fa85c806eef","DSNY_042.basePlot.cfc","D03","DSNY","tower","k7LBIL3J5m56eoH6wCHMkVkEhr/AUzhcj4QrdVEI+gA=","","2018-09-18T16:10Z","k7LBIL3J5m56eoH6wCHMkVkEhr/AUzhcWwCDYBBRw60=",NA,"OK","2018-09-19T21:21Z","dbyerley@field-ops.org",4.348,"2018-09-21T14:45Z","2018-09-27T20:40Z",0.66,"mbenedict@battelleecology.org",23,12200,95,54.1,0.152,NA,"",NA
"4ad34408-0924-4395-a68e-6f5bfd889821","DSNY_004.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m4oV8HchnOppF62dCckxkaT1wrFWEcq28g=","A00000036291","2018-09-19T13:16Z","k7LBIL3J5m4oV8HchnOppF62dCckxkaTOQZ+Xm49LFU=",NA,"OK","2018-09-20T15:14Z","",7.847,"2018-09-21T14:45Z","2018-09-27T19:30Z",3.061,"mbenedict@battelleecology.org",63,29477,100,103.8,0.39,NA,"Plot burned prior to sampling.",NA
"df79522e-ae14-4913-9fa5-63cc2b29ae20","DSNY_004.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m7amR2Iyzh58fy0IK4VeX9R6W8PbNKO+eQ=","A00000036292","2018-09-19T13:35Z","k7LBIL3J5m7amR2Iyzh58fy0IK4VeX9RqgkSni8TUG8+fdVbtkPLvA==",NA,"OK","2018-09-20T14:42Z","",40.559,"2018-09-21T14:45Z","2018-09-27T19:30Z",18.101,"mbenedict@battelleecology.org",1,86720,100,208.7,0.446,NA,"Plot burned prior to sampling.",NA
"17a7a74c-20ec-4df7-970b-3cded69a2b51","DSNY_004.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m4DeNDj5xYucWIH6HvpteSVRTkflUVxxxI=","A00000036293","2018-09-19T14:02Z","k7LBIL3J5m4DeNDj5xYucWIH6HvpteSVz7jl1fo2OOMXnpcE5hvADg==",NA,"OK","2018-09-19T22:36Z","dbyerley@field-ops.org",2.888,"2018-09-21T14:45Z","2018-09-27T19:30Z",1.178,"mbenedict@battelleecology.org",46,16017,100,73.6,0.408,NA,"Plot burned prior to sampling.",NA
"8e109d9a-bebc-4e42-8a29-a7958ee3ffb8","DSNY_004.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m4wzCchCLGR9pNLccz3Ou+CueOwdygp7qI=","","2018-09-19T14:32Z","k7LBIL3J5m4wzCchCLGR9pNLccz3Ou+CedQ/dWDkV2k=",NA,"OK","2018-09-20T15:56Z","",3.277,"2018-09-21T14:45Z","2018-09-27T19:30Z",1.282,"mbenedict@battelleecology.org",90,15289.6,90,83.8,0.391,NA,"Plot burned prior to sampling.",NA
"eaba98fb-2a53-4e86-b550-9e7578cb9e77","DSNY_006.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m68Qbt+qFLMi3GYKs07hnwiuyFZ/lver60=","A00000036307","2018-09-19T16:21Z","k7LBIL3J5m68Qbt+qFLMi3GYKs07hnwiaZ317JOI6+PRpBOhN0aCdA==",NA,"OK","2018-09-19T23:38Z","dbyerley@field-ops.org",4.715,"2018-09-21T14:45Z","2018-09-27T19:30Z",1.972,"mbenedict@battelleecology.org",15,9121,100,216.1,0.418,NA,"",NA
"5217a8e8-8dc2-4495-b97b-eee0f8febe16","DSNY_006.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m7RZIQdvuUKwTJ9RvprMPNquTor5bTj+Bk=","A00000036306","2018-09-19T17:48Z","k7LBIL3J5m7RZIQdvuUKwTJ9RvprMPNq5ZbimglnXkjMInbyoziagg==",NA,"OK","2018-09-19T23:11Z","dbyerley@field-ops.org",44.877,"2018-09-21T14:45Z","2018-09-27T19:30Z",30.37,"mbenedict@battelleecology.org",1,128562,100,236.2,0.677,NA,"",NA
"17fc8039-2ea8-4778-be77-24ece90be906","DSNY_006.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m5ZcrqGyXRsdsZ6fdNvSfRTD+l/jaL5qjQ=","A00000036305","2018-09-19T18:36Z","k7LBIL3J5m5ZcrqGyXRsdsZ6fdNvSfRTqSgbBnTq74T0fGULirfRvQ==",NA,"OK","2018-09-19T22:04Z","dbyerley@field-ops.org",4.54,"2018-09-21T14:45Z","2018-09-27T20:40Z",2.347,"mbenedict@battelleecology.org",38,16383,100,143.3,0.517,NA,"",NA
"be1d5a9a-08a8-4bc9-953c-b259dfc1f875","DSNY_006.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m63g7hABKTfWl91J/HVcagiR1V0XLLQCWw=","A00000036304","2018-09-19T19:16Z","k7LBIL3J5m63g7hABKTfWl91J/HVcagijurWnxbqgDk=",NA,"OK","2018-09-19T21:49Z","dbyerley@field-ops.org",2.573,"2018-09-21T14:45Z","2018-09-27T19:30Z",1.075,"mbenedict@battelleecology.org",36,7035,98,152.7,0.418,NA,"",NA
"f322a439-ea24-41f3-8b3e-835db2a58934","DSNY_003.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m7OEBMZ6N2CNiemX7kWvLJFzoU1/Ho+2Ak=","A00000036287","2018-09-20T13:34Z","k7LBIL3J5m7OEBMZ6N2CNiemX7kWvLJFv+zFOZtofRs=",NA,"OK","2018-09-20T22:19Z","dbyerley@field-ops.org",8.326,"2018-09-21T14:45Z","2018-09-27T19:30Z",3.31,"mbenedict@battelleecology.org",16,8966,60,369.2,0.398,NA,"singed by fire",NA
"7a152512-aec1-41db-86c0-4e648414b9cb","DSNY_003.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m6/YattITbhGTs1uC13iHac6H/nMQYFO+U=","A00000036289","2018-09-20T13:37Z","k7LBIL3J5m6/YattITbhGTs1uC13iHac/19abJ9dFRkvPhfpzu0pCA==",NA,"OK","2018-09-20T20:16Z","dbyerley@field-ops.org",34.922,"2018-09-21T14:45Z","2018-09-27T19:30Z",14.779,"mbenedict@battelleecology.org",1,84151,100,175.6,0.423,NA,"Plot burned prior to sampling.",NA
"d1684bc0-24bb-43a2-a023-b3814486f3cf","DSNY_003.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m5a+0yIsYPsCO3IsBsDE1VxmEESr8mXmZ8=","A00000036288","2018-09-20T14:26Z","k7LBIL3J5m5a+0yIsYPsCO3IsBsDE1Vx9gqXrgT7GW4EnAHGJNbRtw==",NA,"OK","2018-09-20T21:06Z","dbyerley@field-ops.org",7.052,"2018-09-21T14:45Z","2018-09-27T19:30Z",2.181,"mbenedict@battelleecology.org",37,30886,100,70.6,0.309,NA,"Plot burned prior to sampling. Leaves young and reddish.",NA
"2cc647af-3502-4708-a736-7407e602006b","DSNY_003.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m5b4Fqz/hgXIet8PBWC9+Rwj3YMmtV0Tzs=","A00000036290","2018-09-20T14:54Z","k7LBIL3J5m5b4Fqz/hgXIet8PBWC9+RwbVzhR8m1WeU=",NA,"OK","2018-09-20T22:51Z","dbyerley@field-ops.org",2.307,"2018-09-21T14:45Z","2018-09-27T19:30Z",0.773,"mbenedict@battelleecology.org",37,7417,100,104.2,0.335,NA,"Plot burned prior to sampling.",NA
"007c39a4-8134-4394-a191-dc21e68fcea3","DSNY_009.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m4m4xVK7VHavkAdPDr4xghFElqtDQb2D1A=","A00000036328","2018-09-20T16:19Z","k7LBIL3J5m4m4xVK7VHavkAdPDr4xghFlDVSMFweS0M=",NA,"OK","2018-09-20T22:04Z","dbyerley@field-ops.org",0.922,"2018-09-21T14:45Z","2018-09-27T19:30Z",0.314,"mbenedict@battelleecology.org",36,6767,100,46.3,0.34,NA,"",NA
"5e75ea58-ec9e-44d1-af03-3ddaaa718f43","DSNY_010.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m4FoG93IKqaGkNhL9mAJ1OLQdI51ZP6vYs=","A00000036298","2018-09-20T20:44Z","k7LBIL3J5m4FoG93IKqaGkNhL9mAJ1OLQ1P02lcmU+ePMmril88S9A==",NA,"OK","2018-09-20T22:39Z","dbyerley@field-ops.org",8.252,"2018-09-21T14:45Z","2018-09-27T20:40Z",3.242,"mbenedict@battelleecology.org",22,10418,95,311.2,0.393,NA,"",NA
"718df427-cedc-4b49-b61d-342363fb9db7","DSNY_005.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m7G5oJ/RE2CG6fyBoDiMVIvwKutqbzB6q8=","A00000036309","2018-09-25T14:50Z","k7LBIL3J5m7G5oJ/RE2CG6fyBoDiMVIvB2AEk2DYRl/+wrcTat3lbQ==",NA,"OK","2018-09-26T13:35Z","dbyerley@field-ops.org",5.915,"2018-09-28T16:12Z","2018-10-01T19:30Z",3.061,"mbenedict@battelleecology.org",66,17292,99,177,0.517,NA,"",NA
"33fe9e5d-ce6b-4991-a0a3-6e2d5a80a504","DSNY_005.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m72gzjTWdQed3yx0e8XluBBO6SNLB9DZ+4=","A00000036308","2018-09-25T15:02Z","k7LBIL3J5m72gzjTWdQed3yx0e8XluBBeXhheTKtB15A5HNyaXKERQ==",NA,"OK","2018-09-26T16:07Z","dbyerley@field-ops.org",9.965,"2018-09-28T16:12Z","2018-10-01T20:00Z",5.69,"mbenedict@battelleecology.org",54,19993,100,284.6,0.571,NA,"",NA
"192a7731-6407-4b18-b32c-41696614cc4b","DSNY_005.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m6tCJvyDzMVpXslHE4ZCFkLJIebjprdJ6E=","A00000036327","2018-09-25T15:11Z","k7LBIL3J5m6tCJvyDzMVpXslHE4ZCFkLF071YfxLRPg=",NA,"OK","2018-09-26T15:35Z","dbyerley@field-ops.org",6.069,"2018-09-28T16:12Z","2018-10-01T19:30Z",3.539,"mbenedict@battelleecology.org",31,23669,99,149.5,0.583,NA,"",NA
"e7760505-b6a8-412f-a30d-b4f0bdec0d71","DSNY_008.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq13s+1gwBxoXA4=","A00000036299","2018-09-25T17:25Z","k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq13v6yhYVbYo8s=",NA,"OK","2018-09-26T14:40Z","dbyerley@field-ops.org",8.984,"2018-09-28T16:12Z","2018-10-01T20:00Z",4.176,"mbenedict@battelleecology.org",27,13039,100,320.3,0.465,NA,"",NA
"0cfc9caf-a9e6-4012-931a-fcc9148172d1","DSNY_008.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m7CNYyWqg9YOEAg8Kn9XBkJKHuqxu/yGsk=","A00000036294","2018-09-25T18:05Z","k7LBIL3J5m7CNYyWqg9YOEAg8Kn9XBkJRkry5BFgm4TKKmzhfHE0BA==",NA,"OK","2018-09-25T20:43Z","dbyerley@field-ops.org",44.315,"2018-09-28T16:12Z","2018-10-01T18:30Z",19.171,"mbenedict@battelleecology.org",1,87615,100,218.8,0.433,NA,"",NA
"0c6633c3-4f20-4a82-a142-eda4cbbfcc84","DSNY_008.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m7Y2JaT+QOfkA7n9GerBTVaJ2m6lMQvXCA=","A00000036295","2018-09-25T18:35Z","k7LBIL3J5m7Y2JaT+QOfkA7n9GerBTVadBDq4EHuC6Jh4E2WrStniw==",NA,"OK","2018-09-26T15:11Z","dbyerley@field-ops.org",6.748,"2018-09-28T16:12Z","2018-10-01T19:30Z",3.844,"mbenedict@battelleecology.org",28,21042,97,182.7,0.57,NA,"",NA
"3264199b-ab84-419b-81a5-49967681d81b","DSNY_008.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m7EGplztKWp23Eni9XGh1c2NxPpJInzaqw=","A00000036296","2018-09-25T18:46Z","k7LBIL3J5m7EGplztKWp23Eni9XGh1c2kKuNkEYq74s=",NA,"OK","2018-09-26T16:55Z","dbyerley@field-ops.org",1.152,"2018-09-28T16:12Z","2018-10-01T19:30Z",0.453,"mbenedict@battelleecology.org",32,6392,95,70.9,0.393,NA,"",NA
"e7682e51-e8e3-4906-a3d8-485c607fae2f","DSNY_007.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m5bJkO5gxmyrQ2BlN6RB+Gk/8qEjM5BB6Y=","A00000036303","2018-09-26T11:28Z","k7LBIL3J5m5bJkO5gxmyrQ2BlN6RB+GkaxcRm4Z9wNOrIa1oFL7pmw==",NA,"OK","2018-09-26T18:56Z","dbyerley@field-ops.org",7.253,"2018-09-28T16:12Z","2018-10-01T20:00Z",3.818,"mbenedict@battelleecology.org",45,23015,100,165.9,0.526,NA,"",NA
"37b8807c-1f05-4cb3-9e27-e398adf618f7","DSNY_007.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m64XuNXtXCYnjjKoEZukosnKt5jS80tCUg=","A00000036302","2018-09-26T12:57Z","k7LBIL3J5m64XuNXtXCYnjjKoEZukosnYNIfZNcO4lezZ7PMev9/yA==",NA,"OK","2018-09-26T19:05Z","dbyerley@field-ops.org",43.541,"2018-09-28T16:12Z","2018-10-01T18:30Z",19.473,"mbenedict@battelleecology.org",1,79903,100,243.7,0.447,NA,"",NA
"7774885b-868b-4e68-955a-42cdc80ccc16","DSNY_007.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdvK6UI/9z/k4=","A00000036301","2018-09-26T13:02Z","k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdcuz8fi1dl28=",NA,"OK","2018-09-26T19:07Z","dbyerley@field-ops.org",5.576,"2018-09-28T16:12Z","2018-10-01T20:00Z",2.697,"mbenedict@battelleecology.org",54,17109,100,157.6,0.484,NA,"",NA
"bdc5f893-8498-4d83-aea7-c65a7aa161b5","DSNY_007.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m4dPT2rnUYWCY+OWZgpWq1/tQQTkpTOx7s=","A00000036300","2018-09-26T13:12Z","k7LBIL3J5m4dPT2rnUYWCY+OWZgpWq1/Fz29+kEmuOM=",NA,"OK","2018-09-26T18:17Z","dbyerley@field-ops.org",2.371,"2018-09-28T16:12Z","2018-10-01T20:00Z",0.899,"mbenedict@battelleecology.org",22,9976,90,90.1,0.379,NA,"",NA
"14ef71f6-945b-413e-af74-f96b40f08fca","DSNY_002.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m4tTAe2+CJgGYqFyN3CCnYNY3X1LSs1ruE=","A00000036282","2018-09-26T14:01Z","k7LBIL3J5m4tTAe2+CJgGYqFyN3CCnYNxgaabGoWKsc=",NA,"OK","2018-09-26T18:59Z","dbyerley@field-ops.org",6.07,"2018-09-28T16:12Z","2018-10-01T22:00Z",2.884,"mbenedict@battelleecology.org",39,17398,95,165.7,0.475,NA,"",NA
"e30a4010-5d67-45b8-af74-022eee884a99","DSNY_002.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m7+R7zT1LjH6sVze88sGItjLBN3GIguWMw=","A00000036285","2018-09-26T14:25Z","k7LBIL3J5m7+R7zT1LjH6sVze88sGItjszPbIeC+yjtuU++gDmyi0A==",NA,"OK","2018-09-26T19:44Z","",6.388,"2018-09-28T16:12Z","2018-10-01T20:00Z",3.048,"mbenedict@battelleecology.org",34,19116,100,159.4,0.477,NA,"",NA
"1ea460e1-4feb-4d36-b9eb-eb3b5eef39b7","DSNY_002.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m5qCKSb7jUpUiMKU7lccIjsxbZEjPzyt1I=","A00000036283","2018-09-26T15:03Z","k7LBIL3J5m5qCKSb7jUpUiMKU7lccIjssLLYkHvY1Y4Va9NZp6dYfA==",NA,"OK","2018-09-26T20:28Z","dbyerley@field-ops.org",33.117,"2018-09-28T16:12Z","2018-10-01T18:30Z",14.784,"mbenedict@battelleecology.org",1,74138,100,199.4,0.446,NA,"",NA
"35253214-a310-40a3-929b-51e4ba3501f1","DSNY_002.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m5MNgbUSKpAQ1Kkb6l+V4e8s6Pd+rAg1t8=","A00000036286","2018-09-26T15:27Z","k7LBIL3J5m5MNgbUSKpAQ1Kkb6l+V4e84sDXuV9m7Is=",NA,"OK","2018-09-26T20:54Z","",2.808,"2018-09-28T16:12Z","2018-10-01T20:00Z",1.251,"mbenedict@battelleecology.org",11,11854,97,105.6,0.446,NA,"",NA
"6e99bc6f-d10d-4a81-b086-1e916bd9528a","DSNY_001.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m7ty1Gkab+ZY00VA59qGbr4PRTWfWYYZ6I=","A00000036279","2018-09-27T13:09Z","k7LBIL3J5m7ty1Gkab+ZY00VA59qGbr4w0r1/iGf9RDq7aOlpcu0nA==",NA,"OK","2018-09-27T14:55Z","kscott@battelleecology.org",6.482,"2018-09-28T16:12Z","2018-10-01T20:00Z",3.67,"mbenedict@battelleecology.org",27,18541,95,197.9,0.566,NA,"",NA
"28489bf0-3047-477e-9c4b-5c20d4df896e","DSNY_001.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m6Uko8mmLnRLMW0zsGcpJyhpdBpQqadwfw=","A00000036280","2018-09-27T13:17Z","k7LBIL3J5m6Uko8mmLnRLMW0zsGcpJyhTuf7oyFmu2oHaUIT0BmACw==",NA,"OK","2018-09-27T15:27Z","dbyerley@field-ops.org",24.982,"2018-09-28T16:12Z","2018-10-01T18:30Z",11.413,"mbenedict@battelleecology.org",1,51614,100,221.1,0.457,NA,"",NA
"ed337ec3-25d1-4d5e-a25e-11b955e3d0ac","DSNY_001.basePlot.cfc","D03","DSNY","distributed","k7LBIL3J5m7UxNc1O0EaFIDc4tQvI2CVbVsFKRO3KME=","A00000036281","2018-09-27T13:30Z","k7LBIL3J5m7UxNc1O0EaFIDc4tQvI2CVRN8/9l7tU44=",NA,"OK","2018-09-27T15:03Z","dbyerley@field-ops.org",8.532,"2018-09-28T16:12Z","2018-10-01T19:30Z",4.443,"mbenedict@battelleecology.org",43,29372,100,151.3,0.521,NA,"",NA
"d3f24ed3-08b4-4066-b478-fbb5b9061c4d","DSNY_041.basePlot.cfc","D03","DSNY","tower","k7LBIL3J5m4vbckmEdeA5OEO3EL/kw1sGAfN06CfXT4=","A00000036323","2018-10-02T12:48Z","k7LBIL3J5m4vbckmEdeA5OEO3EL/kw1sqM6C3hS2bmY=",NA,"OK","2018-10-03T18:02Z","jmiller@battelleecology.org",0.974,"2018-10-03T18:20Z","2018-10-05T18:20Z",0.398,"Avazquez@battelleecology.org",30,6456,100,61.7,0.409,"jmiller@battelleecology.org",NA,NA
"75d4473f-004f-43c0-bf0b-bfe9475e1e0c","DSNY_044.basePlot.cfc","D03","DSNY","tower","k7LBIL3J5m4wMlQ0pHZIwzU5ujd7q1G8GzF+wYH/eD0=","A00000036317","2018-10-02T13:07Z","k7LBIL3J5m4wMlQ0pHZIwzU5ujd7q1G8QXt3Te7qnmo=",NA,"OK","2018-10-03T16:16Z","",1.455,"2018-10-03T16:16Z","2018-10-05T16:56Z",0.728,"jmiller@battelleecology.org",11,4829,80,150.8,0.5,"jmiller@battelleecology.org",NA,NA
"a37a1143-fe20-4d8e-932c-b0940f4d8233","DSNY_043.basePlot.cfc","D03","DSNY","tower","k7LBIL3J5m5yk+FwtQ9Y85bHA2Wymw5VLxu4LJn9i7Q=","A00000036318","2018-10-02T14:42Z","k7LBIL3J5m5yk+FwtQ9Y85bHA2Wymw5VVFIYsXCBIfE=",NA,"OK","2018-10-03T18:10Z","jmiller@battelleecology.org",0.628,"2018-10-03T18:20Z","2018-10-05T18:24Z",0.382,"Avazquez@battelleecology.org",20,5575,100,68.4,0.608,"jmiller@battelleecology.org",NA,NA
"c98fd51c-0525-4b46-93e8-804b29857da9","GUAN_002.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5wqK55/3DYW1xzc8KY/0EterNpfuUFm/DY=","A00000005671","2018-04-24T12:12Z","xIqeKa1cF5wqK55/3DYW1xzc8KY/0EteoZgiDuRVfahWeNdU+pbegw==","A00000005742","OK","2018-04-24T20:22Z","tvelazquez-rojas@battelleecology.org",7.08,"2018-04-24T20:25Z","2018-05-03T20:13Z",2.88,"tvelazquez-rojas@battelleecology.org",17,22583.7,100,127.5,0.407,"tvelazquez-rojas@battelleecology.org","",NA
"3786ac1c-5503-4a00-b0d7-730899db6412","GUAN_002.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmtKHy1jKltlY=","A00000007222","2018-04-24T12:50Z","xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmPEsqJMLFwNo=","A00000005740","OK","2018-04-24T19:50Z","tvelazquez-rojas@battelleecology.org",7.27,"2018-04-24T19:52Z","2018-05-03T20:12Z",3.71,"tvelazquez-rojas@battelleecology.org",20,24701.7,100,150.2,0.51,"tvelazquez-rojas@battelleecology.org","",NA
"f971aa88-090d-4665-9187-93940da93192","GUAN_002.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHS8XmHwaLsRY0=","A00000007235","2018-04-24T13:16Z","xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHSbd3SaknqG2k=","A00000005743","OK","2018-04-24T20:35Z","tvelazquez-rojas@battelleecology.org",3.54,"2018-04-24T20:40Z","2018-05-03T20:11Z",1.95,"tvelazquez-rojas@battelleecology.org",6,12611.2,100,154.6,0.551,"tvelazquez-rojas@battelleecology.org","",NA
"3bd134b1-f3db-4f86-b57c-77dd0e7ba6d7","GUAN_008.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQ8z2RwGsWKyo=","A00000007244","2018-04-24T15:54Z","xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQAf76tm6HPiE=","A00000005739","OK","2018-04-24T19:15Z","tvelazquez-rojas@battelleecology.org",5.55,"2018-04-24T19:18Z","2018-05-03T20:15Z",1.76,"tvelazquez-rojas@battelleecology.org",3,23655.3,100,74.4,0.317,"tvelazquez-rojas@battelleecology.org","",NA
"3acc7f0f-f205-44ec-b592-64ecd963a1de","GUAN_008.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTtO1ZjWRWEf0=","A00000007259","2018-04-24T16:16Z","xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTnQfN7wE1Suk=","A00000005744","OK","2018-04-24T21:02Z","tvelazquez-rojas@battelleecology.org",2.52,"2018-04-24T21:08Z","2018-05-03T20:14Z",0.94,"tvelazquez-rojas@battelleecology.org",3,10177.4,100,92.4,0.373,"tvelazquez-rojas@battelleecology.org","Compound leaves",NA
