"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","sampleCode","chlorophyllSampleID","chlorophyllSampleCode","collectDate","sampleCondition","extractionStartDate","extractionLength","freshMass","solventVolume","analyticalRepNumber","extractChlAConc","extractChlBConc","extractCarotConc","relativeAccuracyScale","handlingQF","measurementQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"b0b35967-0737-4c6d-bce9-b18b0a5bdbd2","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","xIqeKa1cF5wb8aZre4hFDZNYcieXCGMyxQLlZRKnNMA=","A00000005678","xIqeKa1cF5wb8aZre4hFDZNYcieXCGMympjnKbl0xDE=","B00000013146","2018-05-01T15:20Z","OK","2018-05-10",48,0.157,20,1,6.06,1.99,2.29,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oRIgwAyNbI9p3dxUK5sY7g==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"4ace86f3-e041-4325-af3d-38fe1d6f0026","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVdYI2krS+BFw=","A00000005680","xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVR+pSoY6tUuA=","B00000013144","2018-05-01T16:08Z","OK","2018-05-10",48,0.157,20,1,12.34,3.53,3.36,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oRIgwAyNbI9p3dxUK5sY7g==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"3fae901a-dfc3-410b-8868-0386ea4647ce","GUAN_005.basePlot.cfc","D04","GUAN","GUAN_005","distributed","xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACWg8RbYWNFok=","A00000007239","xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACgc/e9IEfj2s=","B00000013104","2018-05-02T12:08Z","OK","2018-05-10",48,0.152,20,1,8.69,3.27,2.42,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oRIgwAyNbI9p3dxUK5sY7g==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"15f332d0-97c0-48a9-bba2-eda4d8a3231c","GUAN_005.basePlot.cfc","D04","GUAN","GUAN_005","distributed","xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9YGACYUvroDA=","A00000007240","xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9L20pEkDImJMWUChmmM3Kyw==","B00000013102","2018-05-02T12:25Z","OK","2018-05-10",48,0.151,20,1,8.83,3.25,2.38,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oRIgwAyNbI9p3dxUK5sY7g==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"34a0f157-9007-4565-a60e-14d87364b05e","GUAN_005.basePlot.cfc","D04","GUAN","GUAN_005","distributed","xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWoKdFND3pnKw=","A00000007254","xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWsp5C/2oueRI=","B00000013103","2018-05-02T12:57Z","OK","2018-05-10",48,0.159,20,1,8.31,2.97,2.44,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oRIgwAyNbI9p3dxUK5sY7g==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"230b4b09-c8a1-45b1-be95-570a92df8353","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZ7pL+xCNZ2cM=","A00000007238","xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZjPdAiU+2Rtw=","B00000013106","2018-05-02T13:49Z","OK","2018-05-10",48,0.159,20,1,8.24,3.23,2.83,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oRIgwAyNbI9p3dxUK5sY7g==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"3c280bad-9e3e-4809-bf3b-9e9a073b1a40","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+bhbTP1Jbu7o=","A00000007253","xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+o7lMODdkH7I=","B00000013105","2018-05-02T13:58Z","OK","2018-05-10",48,0.154,20,1,12.82,5.27,4.07,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oRIgwAyNbI9p3dxUK5sY7g==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"cf46012d-45c2-4d39-b3f3-5032396d5aa6","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bZUTYzRerIvQ=","A00000007237","xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bEnxF+X+5CAk=","B00000013107","2018-05-02T14:04Z","OK","2018-05-10",48,0.16,20,1,18.68,6.78,4.36,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oRIgwAyNbI9p3dxUK5sY7g==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"c7d68ca6-5e00-4454-83f5-37a6c403e44b","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKo/3jPW7xmlE=","","xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKisEroHpX8h4=","B00000013143","2018-05-02T15:54Z","OK","2018-05-10",48,0.055,10,1,9.78,2.58,3,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oRIgwAyNbI9p3dxUK5sY7g==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"143f3b07-777a-4a7f-a93a-e498a54d1c75","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","xIqeKa1cF5zndmx1vcsWkkLyDyi82MtPhFkhQo8lUOA=","","xIqeKa1cF5zndmx1vcsWkkLyDyi82MtP4teqWaU3El4=","B00000013142","2018-05-02T16:26Z","OK","2018-05-10",48,0.146,20,1,16.1,6.7,5.24,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oRIgwAyNbI9p3dxUK5sY7g==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"cde36fc4-6050-4668-b028-c715d157a7c9","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZ1iaHOWDU3LI=","","xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZCptC2idX1LoEgDL69i1KeQ==","B00000013141","2018-05-02T16:52Z","OK","2018-05-10",48,0.115,20,1,13.06,6.96,4.33,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oRIgwAyNbI9p3dxUK5sY7g==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"b7822bf2-9f26-4034-a8f0-62f916e4ef6a","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDd+RNR5CtzZY=",NA,"VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDeM78farWaYI=",NA,"2017-08-23T13:15Z","OK","2017-08-31",48,0.0707,20,1,5.68,1.53,1.35,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"fc73fe15-5815-4de3-ba2c-1d49eeb9a885","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlH3Rj4eVGgvc=",NA,"VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlQ4kygBIvg00=",NA,"2017-08-23T14:46Z","OK","2017-08-31",48,0.0625,20,1,7.44,2.38,1.84,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"49b2ffc9-f07c-4f1a-9210-520782f656d8","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZeUmxfA7e+TI=",NA,"VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZKsksfVbp+Gg=",NA,"2017-08-23T15:20Z","OK","2017-08-31",48,0.061,20,1,9.36,3.32,1.96,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"159c03a2-6423-4ed9-bddb-2e12a570f11c","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE4+6lBdLENy0w=",NA,"VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE44dRozMf3PeM=",NA,"2017-08-23T16:13Z","OK","2017-09-02",48,0.0922,20,1,10.8,3.46,2.64,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"ecb7e79b-84d3-4b1a-b6dd-959b114df373","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","VIe0/2w3fNcwfo4c4at4EvEpB77Zdui9T4sVECWcfBY=",NA,"VIe0/2w3fNcwfo4c4at4EvEpB77Zdui9v1Osdipw5mQ/348c3FuAYA==",NA,"2017-08-23T16:56Z","OK","2017-08-31",48,0.0675,20,1,8.28,2.41,2.17,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"5b562017-f1b7-49c7-bbfb-1f202407c2ae","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","VIe0/2w3fNdCm3V4fTqlu8JOhUG2fiaRB06o7bssB+s=",NA,"VIe0/2w3fNdCm3V4fTqlu8JOhUG2fiaRElOV5dnRxAbAfw7l0T1/pQ==",NA,"2017-08-23T17:19Z","OK","2017-08-31",48,0.0637,20,1,6.28,2.01,1.63,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"d649c64d-1356-4c0e-a4ea-e45647c82482","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5sTDhQYQBiRn0=",NA,"VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5s9WSP2g1LZBw=",NA,"2017-08-23T18:37Z","OK","2017-09-02",48,0.1008,20,1,10.62,3.03,2.1,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"cffa6eab-b1a6-4f7b-b9fa-0fd1740db28b","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","VIe0/2w3fNdfUv4vjjWHezSjApQWs26PZzIgyJrHYCk=",NA,"VIe0/2w3fNdfUv4vjjWHezSjApQWs26P+7bjZxUujZs=",NA,"2017-08-23T19:40Z","OK","2017-08-31",48,0.072,20,1,7.09,2.13,2.14,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"f78e48f0-2bd2-40a4-bd63-06577cb81e1b","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","VIe0/2w3fNeozSAraMsLYnwf4V3XdQvd+XWsEZeBUeY=",NA,"VIe0/2w3fNeozSAraMsLYnwf4V3XdQvd65mDh0osLofEiclDgLRZeA==",NA,"2017-08-23T21:39Z","OK","2017-09-02",48,0.1127,20,1,10.89,3.26,2.96,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"1dfc55e2-b79a-4c3d-af1a-252e7fe86927","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNdJfITAZNCzsooYD0OwZokAoF32VNTKLpM=",NA,"VIe0/2w3fNdJfITAZNCzsooYD0OwZokAx0qxd5A4qW4=",NA,"2017-08-24T14:13Z","OK","2017-08-31",48,0.0964,20,1,4.89,1.68,1.15,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"61998779-482c-4a3d-9541-ab29e63e4770","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaNhPrQV1lWKNs=",NA,"VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaN/r2DCV/OKl5HAxqdWcJ35A==",NA,"2017-08-24T14:15Z","OK","2017-09-02",48,0.0988,20,1,15.28,4.02,3.55,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"891b1bc9-a382-4604-8a81-b213b2fea48d","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8as4BcvO/EM4Rg=",NA,"VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8ase8G+gCirX+U=",NA,"2017-08-24T14:16Z","OK","2017-08-31",48,0.066,20,1,4,1.17,0.77,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"d37827bf-3432-4cc4-b298-14c912e433c1","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrTKazl3Wg7T4A=",NA,"VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrTl1iPHLgLTVMjtX4s/xUyHA==",NA,"2017-08-28T14:54Z","OK","2017-09-02",48,0.104,20,1,10.27,2.69,2.89,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"79a51454-3e23-4d7f-940d-253a52960782","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","VIe0/2w3fNebL06shWhPji2SF1yB8s00UNM/Y0EFZxk=",NA,"VIe0/2w3fNebL06shWhPji2SF1yB8s007GwidSR8kBw=",NA,"2017-08-28T15:08Z","OK","2017-09-02",48,0.1101,20,1,10.94,2.88,2.6,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"59f4e9da-24b0-4a40-b90b-d3548abba6ab","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiauYkqOsksHAE=",NA,"VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiah07es/d6cNw=",NA,"2017-08-28T15:28Z","OK","2017-08-31",48,0.076,20,1,4.1,1.14,0.82,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"f1bcb481-ad37-41e8-8a60-2e96ed4223bb","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNebmhW80rzpS881KI92y62T7Ti7hhlPfBw=",NA,"VIe0/2w3fNebmhW80rzpS881KI92y62TuD2aSVnH5CE=",NA,"2017-08-28T15:56Z","OK","2017-08-31",48,0.0619,20,1,2.68,0.72,0.83,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"eeab8f3c-4178-44ce-bb13-021431174de2","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl9PCWG2SaZNuk=",NA,"VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl971GbZ0m6oGYz9K7tFTpKRQ==",NA,"2017-08-28T16:06Z","OK","2017-09-02",48,0.1143,20,1,14.62,3.96,3.67,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"9510d8c4-561d-4815-a8dc-c17cb9d54640","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZEGq5DoNVT6Y=",NA,"VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZfbxkMw/tuNU=",NA,"2017-08-28T16:32Z","OK","2017-08-31",48,0.0629,20,1,5.91,1.85,1.43,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"fea42824-bd31-4352-a9b2-e13c2f7f71cb","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZfEC47VgkERw=",NA,"VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZ6dgQ6irx4/M=",NA,"2017-08-28T16:44Z","OK","2017-08-31",48,0.0674,20,1,3.11,0.76,0.92,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"687f7094-907a-4cbb-b638-2ba0ad110680","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGrDl/vLip/Pg=",NA,"VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGyz7BnJ8LDfA2wZK3U5ixiA==",NA,"2017-08-28T16:51Z","OK","2017-09-02",48,0.1008,20,1,11.72,3.29,3.18,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"5ae1b10e-81b4-46bc-a57c-ff107d275f44","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","VIe0/2w3fNfW02cWAdpRsEBltogD1RiwG6g8WryoXKs=",NA,"VIe0/2w3fNfW02cWAdpRsEBltogD1RiwSJbXfLrarlE=",NA,"2017-08-28T17:02Z","OK","2017-08-31",48,0.0643,20,1,3.37,0.99,0.86,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"9a1b44d6-c45b-40d6-aab9-ff8d4c63d502","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","VIe0/2w3fNebVQKB2BjevtyqXOCdsnKT8hAEs+3C/Ng=",NA,"VIe0/2w3fNebVQKB2BjevtyqXOCdsnKTyGz1DtlXdYI=",NA,"2017-08-28T17:28Z","OK","2017-08-31",48,0.0691,20,1,3.08,0.79,0.69,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"04430e83-2759-4097-9d3b-a372ccf15606","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/hHeH7OKvAxI=",NA,"VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/W4UVhGHTG7xYFIBrpJtR0w==",NA,"2017-08-28T17:29Z","OK","2017-09-02",48,0.123,20,1,10.86,2.75,2.96,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"4b25884e-d49e-486e-9165-720685823572","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUFc5Yg5mi4D1k=",NA,"VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUFrK5fq+7zwIfXQwIZcVfrFA==",NA,"2017-08-28T17:45Z","OK","2017-08-31",48,0.0666,20,1,10.96,3.36,2.81,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"1c6fb8f9-9568-4cad-93f5-753c03b70a9e","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","VIe0/2w3fNcalzjkVwBhmldGEhUSkkljwAkHGnBLeDU=",NA,"VIe0/2w3fNcalzjkVwBhmldGEhUSkkljkxE5cRdMJpGxGeZEjZZ0zA==",NA,"2017-08-28T20:06Z","OK","2017-08-31",48,0.0687,20,1,12.35,3.71,3.22,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"e3be7463-7c66-4208-9654-47f7676314b3","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCOXw14m2mbvw=",NA,"VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCs25Mk16XtdODLSmWScuPrA==",NA,"2017-08-28T20:22Z","OK","2017-08-31",48,0.0689,20,1,10.27,3.07,2.89,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"a64c9ca5-32d9-4189-b3a3-a09cfefc53d1","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","VIe0/2w3fNcalzjkVwBhmg1MmhmwySLj5mT3KSE11uo=",NA,"VIe0/2w3fNcalzjkVwBhmg1MmhmwySLji25/Qz/hK/eZYO5WVuVXPQ==",NA,"2017-08-28T20:34Z","OK","2017-08-31",48,0.0682,20,1,8.51,2.32,2.49,"C","0","0","Just over 10% (10.3%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"44e02905-fba6-4b5c-a4f1-bb53ecd63e62","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGo8BLiyROlYQw=",NA,"VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGormMnuK1r5+gEPmHVx+FGBg==",NA,"2017-08-29T13:46Z","OK","2017-09-02",48,0.1186,20,1,12.08,3.11,2.97,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"98e0efa4-a3f7-4c92-a907-5446a2a462a9","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpcxcMuwwiLjc=",NA,"VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpCX4AaM6x/N8qy3oNzGpxLA==",NA,"2017-08-29T14:32Z","OK","2017-09-02",48,0.1011,20,1,6.28,1.88,2.03,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"08a86541-a19d-417e-a596-d89fdb93c9aa","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","VIe0/2w3fNcNrKRjyzmNZh0ikrU4TDTxOZJ/R4N1T8g=",NA,"VIe0/2w3fNcNrKRjyzmNZh0ikrU4TDTxQVvflO0aXRI=",NA,"2017-08-29T15:21Z","OK","2017-09-02",48,0.1111,20,1,12.65,3.74,3.27,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"7ba9e44b-9b49-4606-8d78-16735d2a1ef1","STEI_006.basePlot.cfc","D05","STEI","STEI_006","distributed","VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnv3sKGslRn+s=",NA,"VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnfMNye8xb6zMHC/yESLMOCw==",NA,"2017-08-29T16:17Z","OK","2017-09-02",48,0.0958,20,1,5.26,1.38,1.37,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"af7502d6-9c1b-4418-a11a-2c104c6da742","STEI_006.basePlot.cfc","D05","STEI","STEI_006","distributed","VIe0/2w3fNd94NzJ1ldmPvO/rfvxTdRR90xtbj4w4Go=",NA,"VIe0/2w3fNd94NzJ1ldmPvO/rfvxTdRR+Vuzqtkuq2Q=",NA,"2017-08-29T16:50Z","OK","2017-09-02",48,0.1024,20,1,13.54,4.09,3.18,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"7dae0c94-73eb-498c-b9a3-99c44442f7f1","STEI_006.basePlot.cfc","D05","STEI","STEI_006","distributed","VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7OHNdhjlaZOp0=",NA,"VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7OW0QPh+wvztA=",NA,"2017-08-29T17:23Z","OK","2017-09-02",48,0.0829,20,1,14.96,5.11,3.11,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"5630ee19-a245-40a9-a02f-ed74feebc077","STEI_004.basePlot.cfc","D05","STEI","STEI_004","distributed","VIe0/2w3fNfkpyROGrcCGN/B52ltoaK5OoK0qtPoR2o=",NA,"VIe0/2w3fNfkpyROGrcCGN/B52ltoaK5e6Hzrcs9PD46DQ3nZvrSEA==",NA,"2017-08-29T19:09Z","OK","2017-09-02",48,0.0894,20,1,9.18,2.63,2.53,"B","0","0","(lower 9%)","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
