"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","sampleCode","collectDate","ovenStartDate","ovenEndDate","sampleCondition","cnSampleID","cnSampleCode","ligninSampleID","ligninSampleBarcode","archiveSampleID","archiveSampleCode","toxicodendronPossible","processedBy","remarks","dataQF"
"5db15bce-af79-496c-8b44-cca373b71213","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtgx/WU/6i1rs=","A00000005674","2018-04-27T14:35Z","2018-04-27T18:09Z","2018-05-07T12:30Z","OK","xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtIc2oey6C8kA=","A00000005865","xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtmF/oN29AmJkz/3qZxwAeIw==","A00000005861","xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtnMJnLtL2xV4=","A00000005864",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"8f8df81f-f8d8-480d-8a1c-c2685b3c8756","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSepDQ3YzWlhM=","A00000005675","2018-04-27T15:45Z","2018-04-27T18:48Z","2018-05-07T13:25Z","OK","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSKWHELzVpwpY=","A00000005863","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSZD+kElW16zQ=","A00000005862","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSbYTPg+1WwN0=","A00000006997",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"ab5dcae6-3240-4786-ae19-331076a23fe0","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++22Q/7SyuYY8=","A00000007252","2018-04-27T16:25Z","2018-04-27T18:48Z","2018-05-07T14:15Z","OK","xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++gmUvZPnUaho=","A00000005868","xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++ZRX8RGIUB3A=","A00000005866","xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++xmjwnzGh8UY=","A00000005867",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"7265da5b-f7f2-49d4-9223-e5f654bbf52b","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMO3mZRrAKh4M8=","A00000005676","2018-04-30T13:50Z","2018-04-30T16:30Z","2018-05-09T15:21Z","OK","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOm5Vt7VnUc3U=","A00000007008","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOmrewvJ65uf0=","A00000007007","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOFgFNXTFJys8=","A00000007006",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"bbf4da01-972f-4a06-a0db-574cff3da40c","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSNtAyxvjB+f4=","A00000005677","2018-04-30T14:19Z","2018-04-30T16:25Z","2018-05-09T15:17Z","OK","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSTrOUidCr8EE=","A00000007005","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSMllJmti/WPZ8lYbEdU7QYQ==","A00000007004","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSjARPeUlb1UE=","A00000007003",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"1204bb91-73de-481a-a604-3d58f6d955a8","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLw3BIuZQv+7Y=","A00000007236","2018-04-30T14:23Z","2018-04-30T16:28Z","2018-05-09T15:14Z","OK","xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLEekF1JOCYVs=","A00000005907","xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLWsaxwN5TJaw=","A00000005906","xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLaOfCEONirbo=","A00000005905",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"e5a75c1b-35c6-4186-be8d-de6061fd8b06","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykwpYvE/olIbg=","A00000005679","2018-05-01T15:14Z","2018-05-01T21:34Z","2018-05-09T14:21Z","OK","xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykMw3z6LtmLWU=","A00000007011","xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykZPpSV9Pd5ZaOwH8qoXk/BQ==","A00000007010","xIqeKa1cF5wQKeCfvLWXTiz29J8MM1yk55ZhpcG1jWY=","A00000007009",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"5d714089-1217-43c8-8a5e-5a408c08557f","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","xIqeKa1cF5wb8aZre4hFDZNYcieXCGMyxQLlZRKnNMA=","A00000005678","2018-05-01T15:20Z","2018-05-01T21:34Z","2018-05-09T15:03Z","OK","xIqeKa1cF5wb8aZre4hFDZNYcieXCGMynst2tNfEvI4=","A00000005896","xIqeKa1cF5wb8aZre4hFDZNYcieXCGMykzzRKFojdo4=","A00000005897","xIqeKa1cF5wb8aZre4hFDZNYcieXCGMyjgsIn7Jhrac=","A00000005898",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"e36f213b-a28d-4f8d-b4cb-954f0190e6a3","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVdYI2krS+BFw=","A00000005680","2018-05-01T16:08Z","2018-05-01T21:33Z","2018-05-09T15:04Z","OK","xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVP+lwDZLPXF8=","A00000005900","xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVXIUwyVufYIk=","A00000005901","xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVN4lwh+XcykI=","A00000005899",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"4c6b202c-9278-4625-96a0-67ec25ae5734","GUAN_005.basePlot.cfc","D04","GUAN","GUAN_005","distributed","xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACWg8RbYWNFok=","A00000007239","2018-05-02T12:08Z","2018-05-03T13:42Z","2018-05-08T18:41Z","OK","xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACJ4roAWicT04=","A00000005869","xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACLoJu6l3z00Q=","A00000005870","xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEAC7cgFcKIf4u8=","A00000005871",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"a23373da-2751-4d58-8eab-622018305a69","GUAN_005.basePlot.cfc","D04","GUAN","GUAN_005","distributed","xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9YGACYUvroDA=","A00000007240","2018-05-02T12:25Z","2018-05-03T13:10Z","2018-05-08T17:45Z","OK","xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9zNELmSzCRtg=","A00000005872","xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9vHHkeFZoUx5XsaLqgBNNzQ==","A00000005873","xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9Y/4xAcLqNjw=","A00000005874",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"5102da64-b2db-441e-9439-44200df7a46a","GUAN_005.basePlot.cfc","D04","GUAN","GUAN_005","distributed","xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWoKdFND3pnKw=","A00000007254","2018-05-02T12:57Z","2018-05-03T12:43Z","2018-05-08T17:47Z","OK","xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWeKPbmMpsf+A=","A00000005904","xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWW9FwnX9XF8Ww=","A00000005903","xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWw6G5clNEP7M=","A00000005902",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"c2a0c321-19a4-448b-af7c-f21918756c38","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZ7pL+xCNZ2cM=","A00000007238","2018-05-02T13:49Z","2018-05-02T18:29Z","2018-05-08T14:42Z","OK","xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZcxbwL++F/qw=","A00000005878","xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZUwjp0zJia74=","A00000005879","xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZS1qPrr/sIDI=","A00000005880",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"98e0a9ab-3282-4e74-846c-04a90b2e19e5","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+bhbTP1Jbu7o=","A00000007253","2018-05-02T13:58Z","2018-05-02T18:24Z","2018-05-08T13:18Z","OK","xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+XsG9hBUyro0=","A00000005884","xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+K60Wh9lHBUY=","A00000005885","xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+tEz4vQ07kZA=","A00000005886",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"4b0ddafd-e72f-4d67-b8c4-4e73b36e2fd6","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bZUTYzRerIvQ=","A00000007237","2018-05-02T14:04Z","2018-05-02T18:09Z","2018-05-08T12:10Z","OK","xIqeKa1cF5yd5Y4jHTwwj3GtypZci34b4Jn+NF65+oU=","A00000005881","xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bPMHnvO2/7kY=","A00000005882","xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bgKs5ja0vHcM=","A00000005883",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"5f987492-3adb-430a-b1ee-582120ae150b","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKo/3jPW7xmlE=","","2018-05-02T15:54Z","2018-05-03T14:20Z","2018-05-08T19:10Z","OK","xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKvUJzbnQrTDM=","A00000005887","xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKNErokbLGU00=","A00000005892","xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKqSVQYiDgnxo=","A00000005891",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"cf090280-ead3-4e8a-9e3c-de713d41fa5c","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","xIqeKa1cF5zndmx1vcsWkkLyDyi82MtPhFkhQo8lUOA=","","2018-05-02T16:26Z","2018-05-03T14:01Z","2018-05-08T19:34Z","OK","xIqeKa1cF5zndmx1vcsWkkLyDyi82MtPKlHRa9hFzxA=","A00000005890","xIqeKa1cF5zndmx1vcsWkkLyDyi82MtPBnM9mwOSzws=","A00000005889","xIqeKa1cF5zndmx1vcsWkkLyDyi82MtPCNUroRnwpgY=","A00000005888",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"6d61fbe7-1c4f-41ec-8bee-1664058b3c10","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZ1iaHOWDU3LI=","","2018-05-02T16:52Z","2018-05-03T14:17Z","2018-05-09T11:30Z","OK","xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZEdw30j+pOXU=","A00000005893","xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZUyRjGVcxh9WDTmQgKqWrvA==","A00000005895","xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZW2jxA8MFGY8=","A00000005894",NA,"tvelazquez-rojas@battelleecology.org",NA,NA
"ed73c2e8-f1cd-4a32-9d0e-a2f3cb3988e0","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDd+RNR5CtzZY=",NA,"2017-08-23T13:15Z","2017-08-25T19:00Z","2017-08-30T16:24Z","OK","VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDqcZLNdLoWvY=",NA,"VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDCS2yl+5//7g=",NA,"VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDegrLwTb5Rkg=",NA,NA,"dfang@battelleecology.org",NA,NA
"eb6a1bdb-05e1-444a-b992-d266632a3bd4","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlH3Rj4eVGgvc=",NA,"2017-08-23T14:46Z","2017-08-25T19:00Z","2017-08-30T16:14Z","OK","VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlc6t4CV/gW8U=",NA,"VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlMPLMgUgaJac=",NA,"VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlxExWSX5TIVo=",NA,NA,"dfang@battelleecology.org",NA,NA
"9b710fab-4d63-43b4-9fd7-959d7862a026","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZeUmxfA7e+TI=",NA,"2017-08-23T15:20Z","2017-08-25T19:00Z","2017-08-30T16:17Z","OK","VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZlgYIWkO/8EU=",NA,"VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZdN69QcH3rwE=",NA,"VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZx1eopi0pXVQ=",NA,NA,"dfang@battelleecology.org",NA,NA
"57855568-8ff2-4360-9c6b-7efd177bcb33","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE4+6lBdLENy0w=",NA,"2017-08-23T16:13Z","2017-08-25T19:00Z","2017-08-30T16:12Z","OK","VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE4DZy1QrRdhjM=",NA,"VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE4NHeww4XTFWU=",NA,"VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE4/5VWSWO4vRM=",NA,NA,"dfang@battelleecology.org",NA,NA
"c1b783a3-a8c8-412b-845f-6852819a85ae","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5sTDhQYQBiRn0=",NA,"2017-08-23T18:37Z","2017-08-25T19:00Z","2017-08-30T16:08Z","OK","VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5sAXsCzpiQfgw=",NA,"VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5s4IGLegJC0D0=",NA,"VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5srYgcNNiiDvY=",NA,NA,"dfang@battelleecology.org",NA,NA
"7f330cb8-6e16-4116-bc19-5310730c3edd","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","VIe0/2w3fNdfUv4vjjWHezSjApQWs26PZzIgyJrHYCk=",NA,"2017-08-23T19:40Z","2017-08-25T19:00Z","2017-08-30T16:10Z","OK","VIe0/2w3fNdfUv4vjjWHezSjApQWs26PrV6MVcLcikA=",NA,"VIe0/2w3fNdfUv4vjjWHezSjApQWs26PzQS2NJF4LAo=",NA,"VIe0/2w3fNdfUv4vjjWHezSjApQWs26PFuf0Fj2baQI=",NA,NA,"dfang@battelleecology.org",NA,NA
"baa9a382-ba2f-4888-98ea-086ba910f051","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","VIe0/2w3fNeozSAraMsLYnwf4V3XdQvd+XWsEZeBUeY=",NA,"2017-08-23T21:39Z","2017-08-25T19:00Z","2017-08-30T16:27Z","OK","VIe0/2w3fNeozSAraMsLYnwf4V3XdQvdOXDxY1GlHrQ=",NA,"VIe0/2w3fNeozSAraMsLYnwf4V3XdQvdiZdGhC+2/zM4Z4TdNPwq9w==",NA,"VIe0/2w3fNeozSAraMsLYnwf4V3XdQvdul3l/jfa7WQ=",NA,NA,"dfang@battelleecology.org",NA,NA
"1da0eddd-5548-4c31-820d-cb08757b838a","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNdJfITAZNCzsooYD0OwZokAoF32VNTKLpM=",NA,"2017-08-24T14:13Z","2017-08-25T19:00Z","2017-08-30T16:29Z","OK","VIe0/2w3fNdJfITAZNCzsooYD0OwZokApSHnO5q+P28=",NA,"VIe0/2w3fNdJfITAZNCzsooYD0OwZokAAqQOgu5p4hQ=",NA,"VIe0/2w3fNdJfITAZNCzsooYD0OwZokA8b9ZxzL5fa0=",NA,NA,"dfang@battelleecology.org",NA,NA
"d4a96a32-f771-4f19-a30b-37a871f313f2","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaNhPrQV1lWKNs=",NA,"2017-08-24T14:15Z","2017-08-25T19:00Z","2017-08-30T16:19Z","OK","VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaNPX7LCxipLbs=",NA,"VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaN6x4THddT0n0/i4ufbAwkkw==",NA,"VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaNC4xlpf70FKk=",NA,NA,"dfang@battelleecology.org",NA,NA
"84d92093-7487-4317-b14a-42b7786e1fdf","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8as4BcvO/EM4Rg=",NA,"2017-08-24T14:16Z","2017-08-25T19:00Z","2017-08-30T16:21Z","OK","VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8aszM/25aOXfos=",NA,"VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8asH4TS8f/FXgc=",NA,"VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8aszZAm4WF9xOQ=",NA,NA,"dfang@battelleecology.org",NA,NA
"6af950db-6429-4db7-8b91-8f75c1506a8b","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrTKazl3Wg7T4A=",NA,"2017-08-28T14:54Z","2017-08-31T20:00Z","2017-09-11T18:00Z","OK","VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrT0i8kiw/YMZI=",NA,"VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrT5ZHHtcYBKBpQPZsEUIcU4g==",NA,"",NA,NA,"kmcmahon@neoninc.org",NA,NA
"e037d2ea-3a26-45be-a67d-7750a6e7aeb7","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","VIe0/2w3fNebL06shWhPji2SF1yB8s00UNM/Y0EFZxk=",NA,"2017-08-28T15:08Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNebL06shWhPji2SF1yB8s00jv3PlI4tDOk=",NA,"VIe0/2w3fNebL06shWhPji2SF1yB8s00OadLJpUCesc=",NA,"VIe0/2w3fNebL06shWhPji2SF1yB8s00xBIgNQqmLME=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"17e7c212-f34b-4c87-9aa6-e7a424efe459","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiauYkqOsksHAE=",NA,"2017-08-28T15:28Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiarn3y1dSb92c=",NA,"VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiaVjpxG3Jc53k=",NA,"VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiaHmxoiBf64Aw=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"877feeee-31be-4e94-9ff0-1cb929a97426","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNebmhW80rzpS881KI92y62T7Ti7hhlPfBw=",NA,"2017-08-28T15:56Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNebmhW80rzpS881KI92y62TlOMwCWz7wzA=",NA,"VIe0/2w3fNebmhW80rzpS881KI92y62T3AtKOX7bhnE=",NA,"VIe0/2w3fNebmhW80rzpS881KI92y62T+AcSWQsMWRM=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"196b9898-85ea-429c-ae41-1d6184b90815","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl9PCWG2SaZNuk=",NA,"2017-08-28T16:06Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl9qCGHJMUJDbo=",NA,"VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl921DEd0Au93OEVUvnIlnIqQ==",NA,"VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl9ENd58h9IVoU=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"e0fdaf16-e5e6-4827-99ed-7b5ca83eaa2a","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZEGq5DoNVT6Y=",NA,"2017-08-28T16:32Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZTPlBALV9e3o=",NA,"VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZdJqeDF1MI8M=",NA,"VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZrXU1ZY9OcnQ=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"03a3915b-10fb-43f8-b0d7-8cc2d929ae69","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZfEC47VgkERw=",NA,"2017-08-28T16:44Z","2017-08-31T20:00Z","2017-09-11T18:00Z","OK","VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZ/5XIQ3Qs1VU=",NA,"VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZKp0cVsv/f1E=",NA,"VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZl6sxluRZ754=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"b2151e43-40a6-4789-a007-c5e08f1f1674","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGrDl/vLip/Pg=",NA,"2017-08-28T16:51Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNf2pzHj10cnqQF8QtjK6edG3PNbpoR1jqI=",NA,"VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGThrYFo6xCvy9MRbnKMqHVw==",NA,"VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGfO9oWDQ8A0o=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"e86c7b89-12d6-4eb6-87f0-b7d7c25ed998","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","VIe0/2w3fNfW02cWAdpRsEBltogD1RiwG6g8WryoXKs=",NA,"2017-08-28T17:02Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNfW02cWAdpRsEBltogD1RiwzyEQ8+HlaIc=",NA,"VIe0/2w3fNfW02cWAdpRsEBltogD1RiwToMbP8kCQdc=",NA,"VIe0/2w3fNfW02cWAdpRsEBltogD1RiwkUpLiYC2wMg=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"439b8e07-b4bd-4ed4-849d-59fe9a26dd7c","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","VIe0/2w3fNebVQKB2BjevtyqXOCdsnKT8hAEs+3C/Ng=",NA,"2017-08-28T17:28Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNebVQKB2BjevtyqXOCdsnKTDcHhXr4taFU=",NA,"VIe0/2w3fNebVQKB2BjevtyqXOCdsnKTwDUMRnwlLPc=",NA,"VIe0/2w3fNebVQKB2BjevtyqXOCdsnKTpMppKaK4mUY=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"bf83544d-d3d2-491c-9dd6-75141b18f332","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/hHeH7OKvAxI=",NA,"2017-08-28T17:29Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/zBQ+LpoKvBc=",NA,"VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/kSNgpuv3WXXctm/gHxLnww==",NA,"VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/DwFPPRul/fM=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"868ef40f-ac25-44d9-9856-1589577f898e","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUFc5Yg5mi4D1k=",NA,"2017-08-28T17:45Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUFVbh5MzAzERA=",NA,"VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUF/GuCyO9MyDZqcC48X8M/UQ==",NA,"VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUFNv8MFRtcP/A=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"43c2931f-1a41-40c7-85db-6d3c5e996aec","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","VIe0/2w3fNcalzjkVwBhmldGEhUSkkljwAkHGnBLeDU=",NA,"2017-08-28T20:06Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNcalzjkVwBhmldGEhUSkkljUs9Q5oxyQtI=",NA,"VIe0/2w3fNcalzjkVwBhmldGEhUSkkljLndLNInvfLF51aeNtDX2cw==",NA,"VIe0/2w3fNcalzjkVwBhmldGEhUSkkljwoRqOHy26qk=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"9b729a83-a8a3-4459-a300-47b36cf0dce3","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCOXw14m2mbvw=",NA,"2017-08-28T20:22Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCQHilYNbcxuw=",NA,"VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCzbfLL+h5tNSZKCG/PJN0pA==",NA,"VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCkSJKTeHsGe8=",NA,NA,"kmcmahon@neoninc.org",NA,NA
"4257ca2f-3cb8-46db-9df9-49983ccb5995","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","VIe0/2w3fNcalzjkVwBhmg1MmhmwySLj5mT3KSE11uo=",NA,"2017-08-28T20:34Z","2017-08-31T20:30Z","2017-09-11T18:00Z","OK","VIe0/2w3fNcalzjkVwBhmg1MmhmwySLjXQCWyahSbkM=",NA,"VIe0/2w3fNcalzjkVwBhmg1MmhmwySLj5prshVmkqWTEDdNhyHHYYA==",NA,"",NA,NA,"kmcmahon@neoninc.org",NA,NA
